nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n2705,usual,critical,complete,3,convenient,convenient,slightly_prob,priority,priority
n2706,usual,critical,complete,3,convenient,convenient,slightly_prob,not_recom,not_recom
n2707,usual,critical,complete,3,convenient,convenient,problematic,recommended,priority
n2708,usual,critical,complete,3,convenient,convenient,problematic,priority,priority
n2709,usual,critical,complete,3,convenient,convenient,problematic,not_recom,not_recom
n2710,usual,critical,complete,3,convenient,inconv,nonprob,recommended,priority
n2711,usual,critical,complete,3,convenient,inconv,nonprob,priority,spec_prior
n2712,usual,critical,complete,3,convenient,inconv,nonprob,not_recom,not_recom
n2713,usual,critical,complete,3,convenient,inconv,slightly_prob,recommended,priority
n2714,usual,critical,complete,3,convenient,inconv,slightly_prob,priority,spec_prior
n2715,usual,critical,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
n2716,usual,critical,complete,3,convenient,inconv,problematic,recommended,spec_prior
n2717,usual,critical,complete,3,convenient,inconv,problematic,priority,spec_prior
n2718,usual,critical,complete,3,convenient,inconv,problematic,not_recom,not_recom
n2719,usual,critical,complete,3,less_conv,convenient,nonprob,recommended,priority
n2720,usual,critical,complete,3,less_conv,convenient,nonprob,priority,spec_prior
n2721,usual,critical,complete,3,less_conv,convenient,nonprob,not_recom,not_recom
n2722,usual,critical,complete,3,less_conv,convenient,slightly_prob,recommended,priority
n2723,usual,critical,complete,3,less_conv,convenient,slightly_prob,priority,spec_prior
n2724,usual,critical,complete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
n2725,usual,critical,complete,3,less_conv,convenient,problematic,recommended,spec_prior
n2726,usual,critical,complete,3,less_conv,convenient,problematic,priority,spec_prior
n2727,usual,critical,complete,3,less_conv,convenient,problematic,not_recom,not_recom
n2728,usual,critical,complete,3,less_conv,inconv,nonprob,recommended,priority
n2729,usual,critical,complete,3,less_conv,inconv,nonprob,priority,spec_prior
n2730,usual,critical,complete,3,less_conv,inconv,nonprob,not_recom,not_recom
n2731,usual,critical,complete,3,less_conv,inconv,slightly_prob,recommended,priority
n2732,usual,critical,complete,3,less_conv,inconv,slightly_prob,priority,spec_prior
n2733,usual,critical,complete,3,less_conv,inconv,slightly_prob,not_recom,not_recom
n2734,usual,critical,complete,3,less_conv,inconv,problematic,recommended,spec_prior
n2735,usual,critical,complete,3,less_conv,inconv,problematic,priority,spec_prior
n2736,usual,critical,complete,3,less_conv,inconv,problematic,not_recom,not_recom
n2737,usual,critical,complete,3,critical,convenient,nonprob,recommended,priority
n2738,usual,critical,complete,3,critical,convenient,nonprob,priority,spec_prior
n2739,usual,critical,complete,3,critical,convenient,nonprob,not_recom,not_recom
n2740,usual,critical,complete,3,critical,convenient,slightly_prob,recommended,priority
n2741,usual,critical,complete,3,critical,convenient,slightly_prob,priority,spec_prior
n2742,usual,critical,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
n2743,usual,critical,complete,3,critical,convenient,problematic,recommended,spec_prior
n2744,usual,critical,complete,3,critical,convenient,problematic,priority,spec_prior
n2745,usual,critical,complete,3,critical,convenient,problematic,not_recom,not_recom
n2746,usual,critical,complete,3,critical,inconv,nonprob,recommended,priority
n2747,usual,critical,complete,3,critical,inconv,nonprob,priority,spec_prior
n2748,usual,critical,complete,3,critical,inconv,nonprob,not_recom,not_recom
n2749,usual,critical,complete,3,critical,inconv,slightly_prob,recommended,priority
n2750,usual,critical,complete,3,critical,inconv,slightly_prob,priority,spec_prior
n2751,usual,critical,complete,3,critical,inconv,slightly_prob,not_recom,not_recom
n2752,usual,critical,complete,3,critical,inconv,problematic,recommended,spec_prior
n2753,usual,critical,complete,3,critical,inconv,problematic,priority,spec_prior
n2754,usual,critical,complete,3,critical,inconv,problematic,not_recom,not_recom
n2755,usual,critical,complete,more,convenient,convenient,nonprob,recommended,priority
n2756,usual,critical,complete,more,convenient,convenient,nonprob,priority,priority
n2757,usual,critical,complete,more,convenient,convenient,nonprob,not_recom,not_recom
n2758,usual,critical,complete,more,convenient,convenient,slightly_prob,recommended,priority
n2759,usual,critical,complete,more,convenient,convenient,slightly_prob,priority,priority
n2760,usual,critical,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
n2761,usual,critical,complete,more,convenient,convenient,problematic,recommended,priority
n2762,usual,critical,complete,more,convenient,convenient,problematic,priority,priority
n2763,usual,critical,complete,more,convenient,convenient,problematic,not_recom,not_recom
n2764,usual,critical,complete,more,convenient,inconv,nonprob,recommended,priority
n2765,usual,critical,complete,more,convenient,inconv,nonprob,priority,spec_prior
n2766,usual,critical,complete,more,convenient,inconv,nonprob,not_recom,not_recom
n2767,usual,critical,complete,more,convenient,inconv,slightly_prob,recommended,priority
n2768,usual,critical,complete,more,convenient,inconv,slightly_prob,priority,spec_prior
n2769,usual,critical,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
n2770,usual,critical,complete,more,convenient,inconv,problematic,recommended,spec_prior
n2771,usual,critical,complete,more,convenient,inconv,problematic,priority,spec_prior
n2772,usual,critical,complete,more,convenient,inconv,problematic,not_recom,not_recom
n2773,usual,critical,complete,more,less_conv,convenient,nonprob,recommended,priority
n2774,usual,critical,complete,more,less_conv,convenient,nonprob,priority,spec_prior
n2775,usual,critical,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
n2776,usual,critical,complete,more,less_conv,convenient,slightly_prob,recommended,priority
n2777,usual,critical,complete,more,less_conv,convenient,slightly_prob,priority,spec_prior
n2778,usual,critical,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n2779,usual,critical,complete,more,less_conv,convenient,problematic,recommended,spec_prior
n2780,usual,critical,complete,more,less_conv,convenient,problematic,priority,spec_prior
n2781,usual,critical,complete,more,less_conv,convenient,problematic,not_recom,not_recom
n2782,usual,critical,complete,more,less_conv,inconv,nonprob,recommended,priority
n2783,usual,critical,complete,more,less_conv,inconv,nonprob,priority,spec_prior
n2784,usual,critical,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
n2785,usual,critical,complete,more,less_conv,inconv,slightly_prob,recommended,priority
n2786,usual,critical,complete,more,less_conv,inconv,slightly_prob,priority,spec_prior
n2787,usual,critical,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n2788,usual,critical,complete,more,less_conv,inconv,problematic,recommended,spec_prior
n2789,usual,critical,complete,more,less_conv,inconv,problematic,priority,spec_prior
n2790,usual,critical,complete,more,less_conv,inconv,problematic,not_recom,not_recom
n2791,usual,critical,complete,more,critical,convenient,nonprob,recommended,priority
n2792,usual,critical,complete,more,critical,convenient,nonprob,priority,spec_prior
n2793,usual,critical,complete,more,critical,convenient,nonprob,not_recom,not_recom
n2794,usual,critical,complete,more,critical,convenient,slightly_prob,recommended,priority
n2795,usual,critical,complete,more,critical,convenient,slightly_prob,priority,spec_prior
n2796,usual,critical,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
n2797,usual,critical,complete,more,critical,convenient,problematic,recommended,spec_prior
n2798,usual,critical,complete,more,critical,convenient,problematic,priority,spec_prior
n2799,usual,critical,complete,more,critical,convenient,problematic,not_recom,not_recom
n2800,usual,critical,complete,more,critical,inconv,nonprob,recommended,priority
n2801,usual,critical,complete,more,critical,inconv,nonprob,priority,spec_prior
n2802,usual,critical,complete,more,critical,inconv,nonprob,not_recom,not_recom
n2803,usual,critical,complete,more,critical,inconv,slightly_prob,recommended,priority
n2804,usual,critical,complete,more,critical,inconv,slightly_prob,priority,spec_prior
n2805,usual,critical,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
n2806,usual,critical,complete,more,critical,inconv,problematic,recommended,spec_prior
n2807,usual,critical,complete,more,critical,inconv,problematic,priority,spec_prior
n2808,usual,critical,complete,more,critical,inconv,problematic,not_recom,not_recom
n2809,usual,critical,completed,1,convenient,convenient,nonprob,recommended,priority
n2810,usual,critical,completed,1,convenient,convenient,nonprob,priority,priority
n2811,usual,critical,completed,1,convenient,convenient,nonprob,not_recom,not_recom
n2812,usual,critical,completed,1,convenient,convenient,slightly_prob,recommended,priority
n2813,usual,critical,completed,1,convenient,convenient,slightly_prob,priority,priority
n2814,usual,critical,completed,1,convenient,convenient,slightly_prob,not_recom,not_recom
n2815,usual,critical,completed,1,convenient,convenient,problematic,recommended,priority
n2816,usual,critical,completed,1,convenient,convenient,problematic,priority,priority
n2817,usual,critical,completed,1,convenient,convenient,problematic,not_recom,not_recom
n2818,usual,critical,completed,1,convenient,inconv,nonprob,recommended,priority
n2819,usual,critical,completed,1,convenient,inconv,nonprob,priority,priority
n2820,usual,critical,completed,1,convenient,inconv,nonprob,not_recom,not_recom
n2821,usual,critical,completed,1,convenient,inconv,slightly_prob,recommended,priority
n2822,usual,critical,completed,1,convenient,inconv,slightly_prob,priority,priority
n2823,usual,critical,completed,1,convenient,inconv,slightly_prob,not_recom,not_recom
n2824,usual,critical,completed,1,convenient,inconv,problematic,recommended,priority
n2825,usual,critical,completed,1,convenient,inconv,problematic,priority,priority
n2826,usual,critical,completed,1,convenient,inconv,problematic,not_recom,not_recom
n2827,usual,critical,completed,1,less_conv,convenient,nonprob,recommended,priority
n2828,usual,critical,completed,1,less_conv,convenient,nonprob,priority,priority
n2829,usual,critical,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
n2830,usual,critical,completed,1,less_conv,convenient,slightly_prob,recommended,priority
n2831,usual,critical,completed,1,less_conv,convenient,slightly_prob,priority,priority
n2832,usual,critical,completed,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n2833,usual,critical,completed,1,less_conv,convenient,problematic,recommended,priority
n2834,usual,critical,completed,1,less_conv,convenient,problematic,priority,priority
n2835,usual,critical,completed,1,less_conv,convenient,problematic,not_recom,not_recom
n2836,usual,critical,completed,1,less_conv,inconv,nonprob,recommended,priority
n2837,usual,critical,completed,1,less_conv,inconv,nonprob,priority,priority
n2838,usual,critical,completed,1,less_conv,inconv,nonprob,not_recom,not_recom
n2839,usual,critical,completed,1,less_conv,inconv,slightly_prob,recommended,priority
n2840,usual,critical,completed,1,less_conv,inconv,slightly_prob,priority,priority
n2841,usual,critical,completed,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n2842,usual,critical,completed,1,less_conv,inconv,problematic,recommended,priority
n2843,usual,critical,completed,1,less_conv,inconv,problematic,priority,priority
n2844,usual,critical,completed,1,less_conv,inconv,problematic,not_recom,not_recom
n2845,usual,critical,completed,1,critical,convenient,nonprob,recommended,priority
n2846,usual,critical,completed,1,critical,convenient,nonprob,priority,spec_prior
n2847,usual,critical,completed,1,critical,convenient,nonprob,not_recom,not_recom
n2848,usual,critical,completed,1,critical,convenient,slightly_prob,recommended,priority
n2849,usual,critical,completed,1,critical,convenient,slightly_prob,priority,spec_prior
n2850,usual,critical,completed,1,critical,convenient,slightly_prob,not_recom,not_recom
n2851,usual,critical,completed,1,critical,convenient,problematic,recommended,spec_prior
n2852,usual,critical,completed,1,critical,convenient,problematic,priority,spec_prior
n2853,usual,critical,completed,1,critical,convenient,problematic,not_recom,not_recom
n2854,usual,critical,completed,1,critical,inconv,nonprob,recommended,priority
n2855,usual,critical,completed,1,critical,inconv,nonprob,priority,spec_prior
n2856,usual,critical,completed,1,critical,inconv,nonprob,not_recom,not_recom
n2857,usual,critical,completed,1,critical,inconv,slightly_prob,recommended,priority
n2858,usual,critical,completed,1,critical,inconv,slightly_prob,priority,spec_prior
n2859,usual,critical,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
