object,X2,X8,X3,X5,X1,X8.1,X13,X0,X6,X6.1,X10,X8.2,X0.1,X8.3,X0.2,X8.4,19
L4347,5,8,8,6,5,6,8,4,7,10,9,9,4,9,4,6,7
L4348,4,8,5,8,3,8,7,8,6,6,7,8,3,8,5,9,16
L4349,3,5,5,8,3,7,5,9,6,6,4,8,3,8,4,8,16
L4350,4,7,5,5,4,7,7,5,8,5,6,9,0,9,9,8,18
L4351,4,9,5,7,2,10,6,2,8,14,3,8,0,7,0,8,9
L4352,5,10,5,8,6,6,9,9,4,6,5,7,3,8,5,11,17
L4353,5,8,6,10,8,7,9,5,5,7,6,7,4,9,9,7,5
L4354,1,0,1,0,0,5,11,6,1,9,6,5,0,9,3,8,15
L4355,1,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,8
L4356,3,11,6,8,7,11,6,1,6,8,4,5,3,8,5,9,8
L4357,2,7,3,5,3,8,8,8,6,8,4,6,2,6,8,8,18
L4358,5,6,6,8,5,8,6,8,4,5,6,9,3,8,6,10,16
L4359,7,11,6,6,3,9,8,6,4,7,10,7,7,12,3,8,21
L4360,3,8,6,6,3,11,2,2,2,9,2,9,3,7,3,9,0
L4361,4,5,5,8,3,8,7,8,6,5,6,8,3,8,5,9,16
L4362,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,9
L4363,2,0,2,1,0,8,5,11,4,7,13,8,3,10,0,8,20
L4364,4,7,6,5,5,7,8,5,3,6,6,11,4,8,7,8,6
L4365,4,2,5,4,4,8,7,6,6,7,6,8,3,8,3,9,7
L4366,5,11,7,8,8,5,7,5,4,7,5,8,4,6,10,8,10
L4367,3,4,5,3,3,8,7,2,6,11,5,7,2,8,4,9,1
L4368,6,10,9,8,10,8,7,5,1,7,6,8,9,9,7,11,14
L4369,3,5,5,3,3,8,7,2,6,10,5,7,2,8,4,10,1
L4370,3,6,4,4,3,7,6,12,1,7,7,8,3,8,0,8,7
L4371,5,11,8,8,9,8,8,6,7,7,5,8,3,8,4,7,7
L4372,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,9
L4373,3,6,4,4,3,5,7,4,8,6,6,11,3,8,6,9,10
L4374,3,8,5,6,6,5,7,3,7,8,7,12,4,9,8,8,4
L4375,10,11,8,6,4,10,5,5,5,10,3,8,6,6,6,11,17
L4376,4,9,5,7,4,4,11,4,6,11,10,6,2,10,3,5,5
L4377,4,6,5,7,5,8,9,4,5,8,7,8,4,7,8,7,8
L4378,4,10,6,7,7,8,6,4,4,6,5,7,4,9,5,8,1
L4379,4,5,5,7,5,9,11,6,2,3,7,12,3,10,5,10,16
L4380,4,9,5,7,2,7,6,8,9,7,5,11,1,8,5,10,6
L4381,5,10,7,8,5,8,4,3,0,7,1,8,2,7,4,8,0
L4382,2,3,3,2,2,8,7,3,5,10,6,7,2,8,4,9,1
L4383,2,1,3,1,0,7,10,3,1,7,12,8,1,11,0,8,24
L4384,3,5,5,3,2,11,2,2,2,9,2,9,2,6,2,8,0
L4385,8,11,8,6,4,7,10,4,5,8,9,6,5,11,3,7,21
L4386,6,10,9,7,5,5,10,4,10,11,10,6,1,9,6,5,25
L4387,11,12,10,6,4,4,10,2,3,9,11,8,9,12,1,6,22
L4388,5,6,7,4,4,7,7,3,7,10,7,9,3,8,3,7,7
L4389,4,5,5,4,4,7,7,6,6,7,6,8,3,8,3,7,7
L4390,2,4,3,3,2,6,7,5,5,9,7,10,2,9,4,9,6
L4391,4,6,5,4,4,9,9,5,4,6,5,7,3,8,8,4,25
L4392,5,11,6,9,3,7,7,15,2,4,6,8,6,8,0,8,13
L4393,5,9,6,6,4,6,7,4,7,10,10,9,2,9,5,5,18
L4394,7,15,7,8,6,10,6,4,5,10,4,7,7,6,8,9,1
L4395,5,7,6,6,5,9,3,4,4,8,3,10,3,6,6,7,16
L4396,5,11,7,8,5,7,7,3,13,9,6,8,0,8,8,8,25
L4397,2,3,2,3,2,8,8,5,1,8,7,9,2,9,4,8,16
L4398,6,10,7,8,7,8,5,11,0,7,9,8,10,5,3,7,12
L4399,7,11,7,8,5,7,6,7,7,10,7,13,3,8,5,7,6
L4400,4,6,6,8,8,9,6,6,3,7,8,8,6,10,6,4,24
L4401,2,7,4,5,2,8,3,2,2,7,1,8,2,6,2,7,0
L4402,2,6,2,4,1,13,2,7,4,13,4,12,0,7,0,8,9
L4403,2,8,2,6,1,15,3,4,5,12,1,8,0,7,0,8,9
L4404,8,12,5,6,3,8,6,5,7,11,6,9,2,10,8,9,4
L4405,5,11,7,8,8,7,7,4,8,6,6,6,3,8,3,7,3
L4406,4,7,4,5,3,7,7,5,11,7,6,9,1,8,8,8,25
L4407,2,2,3,4,2,7,8,5,4,7,7,7,5,9,2,6,13
L4408,4,8,5,6,4,7,7,7,4,10,6,8,3,8,3,8,14
L4409,2,1,2,1,1,4,8,5,8,7,6,13,0,8,7,9,4
L4410,2,2,3,3,2,7,6,6,5,6,6,10,2,9,4,9,6
L4411,8,9,5,5,3,7,9,6,5,9,5,6,4,9,5,8,14
L4412,4,7,4,5,3,6,7,6,7,9,8,9,2,10,4,9,6
L4413,7,9,6,5,2,8,8,4,8,13,5,7,2,8,5,6,19
L4414,5,8,5,6,4,4,9,1,6,9,10,7,3,11,4,4,24
L4415,4,7,6,5,3,5,5,5,7,6,5,9,2,10,4,7,6
L4416,6,8,6,6,4,6,12,4,6,11,9,4,3,12,3,4,19
L4417,1,1,2,1,0,7,4,2,0,6,2,8,2,7,1,8,0
L4418,5,11,6,8,9,8,10,5,2,7,7,8,8,9,5,10,14
L4419,3,9,5,7,4,12,2,3,3,10,2,9,3,8,4,9,0
L4420,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,12
L4421,4,7,4,5,3,7,7,7,5,10,6,8,3,8,3,8,14
L4422,3,4,4,3,2,5,12,3,6,11,9,4,1,11,1,5,19
L4423,3,9,4,6,1,7,7,4,4,7,6,8,3,8,4,8,23
L4424,6,9,7,4,3,5,8,3,5,9,9,10,5,10,3,6,10
L4425,4,8,6,6,5,8,8,5,6,10,5,4,3,8,4,8,3
L4426,5,9,8,7,7,6,7,3,6,8,8,11,6,6,8,6,23
L4427,6,9,8,7,6,9,6,4,7,9,5,7,3,8,6,10,1
L4428,7,12,6,6,3,6,8,2,7,10,7,6,2,10,5,6,5
L4429,5,11,7,9,5,8,3,3,1,7,2,8,5,8,5,10,0
L4430,4,9,4,4,3,7,8,4,7,10,5,6,4,8,5,6,3
L4431,6,10,6,7,3,4,8,6,8,12,10,12,1,9,3,7,2
L4432,4,7,6,5,5,8,7,6,3,7,6,10,4,8,8,9,4
L4433,3,9,4,7,2,3,8,6,11,7,5,15,0,8,7,7,4
L4434,4,4,5,6,4,6,8,9,7,7,5,7,2,8,9,9,1
L4435,5,10,5,7,3,3,10,2,8,11,11,6,0,10,2,4,24
L4436,2,5,4,3,3,9,6,4,6,10,4,6,2,8,3,8,3
L4437,4,6,5,4,5,7,9,5,4,6,6,9,4,7,7,7,4
L4438,10,14,12,8,5,12,5,3,4,13,1,6,6,7,0,8,13
L4439,8,10,8,8,4,2,13,5,4,11,12,7,3,9,2,7,21
L4440,4,8,5,9,5,8,9,6,2,6,8,12,3,10,6,8,16
L4441,3,7,5,5,2,4,9,1,7,10,12,9,1,10,2,7,24
L4442,12,15,11,8,5,6,10,2,3,7,10,7,10,12,1,6,22
L4443,8,9,9,7,6,4,7,5,8,9,7,9,6,8,4,3,20
L4444,3,1,3,1,1,8,6,11,0,7,9,8,7,6,0,8,12
L4445,3,7,4,5,2,7,7,4,13,9,6,8,0,8,8,8,25
L4446,3,6,5,4,3,5,9,5,8,11,10,8,3,8,4,4,4
L4447,3,1,4,2,1,7,8,4,0,7,8,8,7,9,0,8,22
L4448,5,9,4,4,2,9,7,5,4,9,4,8,4,9,5,8,14
L4449,5,10,7,7,6,6,7,7,7,7,6,8,4,11,7,8,19
L4450,3,7,5,5,3,5,8,1,7,10,10,9,2,9,3,6,23
L4451,5,9,7,6,4,10,7,2,6,13,4,6,6,9,5,9,5
L4452,1,4,3,3,1,6,5,2,9,7,2,10,0,7,3,7,11
L4453,5,2,7,4,5,8,6,6,5,6,7,7,10,6,3,6,12
L4454,8,9,6,4,3,8,8,5,4,12,3,6,5,9,4,8,15
L4455,6,10,7,5,4,7,8,3,4,6,9,6,9,9,2,6,22
L4456,3,9,4,7,4,6,7,7,9,8,8,10,3,8,6,8,4
L4457,6,8,7,6,3,3,9,5,8,11,11,9,3,9,2,6,20
L4458,3,7,5,5,5,9,7,2,4,8,5,5,3,9,5,6,8
L4459,5,7,8,5,4,8,7,3,6,10,4,7,3,8,3,8,7
L4460,4,11,5,8,5,2,8,5,10,7,5,14,0,8,6,9,4
L4461,4,9,5,7,3,5,7,10,9,6,5,6,3,8,4,8,3
L4462,1,2,2,3,2,8,7,6,2,6,6,9,2,9,3,10,16
L4463,6,11,6,8,4,5,13,8,4,7,3,9,3,7,7,11,17
L4464,2,1,2,1,1,8,6,10,0,6,9,8,6,6,0,8,12
L4465,5,10,8,8,11,8,7,5,3,6,7,7,7,10,9,9,1
L4466,2,4,3,3,3,8,6,6,4,6,7,6,6,6,2,6,12
L4467,7,8,7,6,3,2,12,4,6,13,11,5,1,11,1,5,24
L4468,5,9,4,4,3,8,6,5,2,9,6,8,3,10,7,8,6
L4469,2,3,3,2,1,4,10,2,7,10,10,5,1,11,2,4,24
L4470,4,4,5,3,2,4,8,5,7,11,10,9,3,9,1,7,20
L4471,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,14
L4472,4,7,6,5,4,6,7,1,6,10,7,10,3,8,3,8,10
L4473,2,2,4,3,2,8,7,3,9,6,6,8,3,8,6,8,23
L4474,2,1,3,3,2,7,8,3,8,6,6,7,2,8,6,7,23
L4475,2,1,2,2,1,6,8,7,6,9,7,11,2,10,4,10,2
L4476,6,10,7,7,4,3,8,5,7,10,9,9,3,9,2,6,20
L4477,4,8,7,6,6,8,7,2,6,7,6,7,5,7,7,8,23
L4478,5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,13
L4479,4,7,5,5,6,7,7,7,4,6,5,8,6,9,7,8,12
L4480,3,6,5,4,4,7,7,6,6,6,5,5,3,8,3,7,3
L4481,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7,4
L4482,4,8,5,6,4,8,8,5,7,6,4,7,3,6,5,8,17
L4483,4,8,6,6,4,9,5,3,0,8,1,8,2,7,1,8,0
L4484,5,10,6,8,4,5,8,7,7,8,10,10,3,9,1,8,20
L4485,4,4,5,7,2,7,7,4,15,9,6,8,0,8,8,8,25
L4486,2,10,3,7,2,9,7,0,7,13,5,8,0,8,1,8,8
L4487,2,1,3,1,2,6,7,5,6,7,6,8,5,8,3,8,7
L4488,5,7,6,8,7,7,9,4,4,7,6,7,4,9,9,8,5
L4489,5,10,5,8,4,4,7,7,3,7,6,12,3,8,3,11,10
L4490,4,7,4,5,4,6,9,8,3,7,5,8,2,7,5,11,17
L4491,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,15
L4492,8,11,12,8,10,9,6,3,7,10,5,8,6,8,5,8,7
L4493,6,6,8,6,6,8,3,4,5,7,3,9,5,5,6,8,16
L4494,7,10,6,6,3,7,6,6,5,10,5,7,4,7,5,7,6
L4495,6,7,8,6,8,7,6,5,6,7,5,9,5,6,8,3,3
L4496,6,10,8,8,9,8,6,5,6,9,5,7,4,9,7,10,1
L4497,4,9,4,6,2,1,14,5,3,12,9,4,0,8,3,6,5
L4498,3,7,4,5,3,7,5,12,4,7,11,8,3,9,0,8,20
L4499,3,4,6,3,3,7,7,1,6,10,5,9,4,7,4,8,10
L4500,3,7,4,4,2,5,11,8,3,7,3,9,3,7,5,11,17
L4501,5,9,7,8,8,8,7,2,4,8,6,8,4,10,8,6,23
L4502,3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8,22
L4503,4,7,6,5,4,7,9,6,5,7,6,6,5,9,1,6,13
L4504,1,0,2,0,1,8,8,4,0,7,8,8,5,10,0,8,22
L4505,5,8,7,6,5,4,7,2,6,10,10,11,3,8,3,6,10
L4506,2,3,4,2,2,7,7,2,7,11,6,9,2,8,4,8,4
L4507,2,3,3,2,2,7,7,5,7,7,6,8,2,8,5,10,4
L4508,3,8,6,6,3,12,2,2,2,10,2,9,2,6,2,8,0
L4509,2,1,3,2,2,7,8,5,5,7,5,6,2,7,4,8,17
L4510,2,3,4,2,1,9,6,3,7,10,4,8,1,8,5,10,18
L4511,6,10,5,5,2,6,10,6,5,14,5,5,3,9,4,8,15
L4512,1,1,2,1,0,3,12,4,3,11,9,6,0,8,2,7,5
L4513,5,7,5,5,4,6,8,5,5,9,8,8,2,8,4,9,6
L4514,4,7,5,5,4,7,7,7,4,8,5,10,4,8,3,7,14
L4515,5,8,7,7,7,9,8,3,5,8,5,6,3,6,8,8,23
L4516,5,11,7,8,8,7,6,8,6,6,6,6,3,8,8,11,1
L4517,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,25
L4518,3,3,3,4,2,8,6,11,1,6,9,8,7,6,0,8,12
L4519,1,3,3,2,1,6,8,3,3,10,7,8,4,8,0,7,13
L4520,3,2,4,4,3,7,7,5,5,6,6,5,2,8,6,10,1
L4521,4,7,6,6,7,6,7,5,4,7,6,8,6,9,7,10,21
L4522,4,11,5,8,3,11,5,4,7,12,2,9,1,6,2,6,9
L4523,5,10,7,8,7,9,7,6,6,8,5,5,5,9,4,10,3
L4524,5,8,5,6,2,4,12,4,4,10,12,7,3,10,1,8,21
L4525,6,11,6,8,5,5,6,5,5,9,8,11,2,9,4,9,6
L4526,7,14,6,8,5,7,7,5,4,9,5,6,4,9,9,8,6
L4527,3,6,4,7,4,9,8,7,2,5,7,10,3,9,5,9,16
L4528,4,5,5,5,4,6,8,3,5,6,6,11,4,9,7,9,2
L4529,9,14,8,8,6,7,11,3,4,12,6,4,6,8,9,5,5
L4530,6,11,9,8,8,8,8,5,6,10,6,5,6,9,6,11,3
L4531,6,9,8,7,7,6,7,5,5,7,6,8,6,7,7,11,7
L4532,5,8,8,6,5,3,7,4,5,11,12,11,6,9,3,7,12
L4533,3,2,4,3,2,5,4,5,7,2,2,5,1,7,1,6,11
L4534,5,9,7,8,8,9,8,4,5,7,6,8,5,10,9,11,18
L4535,5,11,5,8,3,5,10,10,4,9,6,5,2,10,4,8,15
L4536,7,10,6,5,4,7,6,4,4,9,8,5,3,10,4,4,24
L4537,5,7,6,5,4,9,7,4,7,10,3,7,2,7,5,10,18
L4538,3,5,4,6,4,9,10,6,2,4,7,11,2,9,5,10,16
L4539,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,19
L4540,4,11,7,8,4,7,10,1,7,6,12,9,1,11,2,8,24
L4541,3,7,4,5,3,8,7,11,1,6,9,8,8,6,0,8,12
L4542,4,8,5,6,2,7,7,8,7,7,6,8,3,8,4,8,14
L4543,4,9,6,7,3,6,8,1,8,10,9,8,3,8,4,7,23
L4544,6,11,8,8,8,5,9,3,4,9,8,9,9,8,7,3,13
L4545,4,8,6,6,6,8,7,4,5,9,5,6,3,8,6,9,1
L4546,2,3,4,2,2,8,6,1,7,11,5,9,2,8,4,10,4
L4547,3,7,4,5,2,7,9,14,2,7,3,8,3,8,0,8,7
L4548,5,9,8,7,4,5,8,2,8,11,11,9,3,9,4,6,23
L4549,4,8,4,6,2,3,7,8,2,7,6,11,4,8,2,11,10
L4550,4,9,5,7,5,8,6,7,3,10,5,9,3,8,3,7,14
L4551,4,6,6,9,7,9,10,6,3,7,7,7,6,11,6,5,24
L4552,6,10,7,8,4,6,8,7,8,13,8,10,2,11,3,7,2
L4553,6,9,8,6,7,7,7,6,3,5,8,9,11,8,6,4,22
L4554,5,5,6,8,2,8,4,14,6,6,14,8,3,9,0,8,20
L4555,6,10,8,7,8,8,8,6,4,8,6,7,5,11,9,11,5
L4556,1,0,1,1,0,7,7,5,7,7,6,13,0,8,4,10,2
L4557,5,9,6,7,5,8,7,8,7,7,6,8,3,8,4,8,14
L4558,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8,23
L4559,4,6,6,4,5,7,9,5,3,6,6,8,4,8,6,7,4
L4560,5,8,8,6,4,7,8,6,9,5,9,8,3,9,1,8,20
L4561,4,7,5,7,3,8,7,8,6,6,7,9,3,8,5,9,16
L4562,5,11,7,8,6,7,7,4,8,7,6,6,3,8,5,8,17
L4563,6,12,6,7,4,6,10,3,5,13,6,3,3,10,5,6,15
L4564,3,9,4,7,4,8,8,5,7,5,5,6,0,8,8,8,18
L4565,2,4,5,3,2,7,8,2,9,11,7,6,1,8,5,7,25
L4566,7,12,7,7,4,5,8,3,5,10,9,11,5,9,3,7,10
L4567,6,9,8,7,8,9,5,7,4,7,5,7,6,7,8,9,17
L4568,5,10,8,8,5,8,9,5,5,12,4,3,2,10,4,8,15
L4569,3,5,4,7,2,5,6,11,7,5,5,5,3,8,4,8,3
L4570,7,9,9,8,9,6,7,5,7,6,3,7,5,10,9,5,3
L4571,2,2,2,2,1,7,8,5,2,7,8,10,2,9,4,8,16
L4572,4,11,6,9,5,8,4,0,8,9,3,10,2,5,3,9,11
L4573,6,10,8,7,5,8,9,2,5,9,4,6,5,9,1,7,13
L4574,3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8,21
L4575,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
L4576,6,10,5,5,2,8,4,5,4,9,3,8,4,6,5,9,18
L4577,6,10,6,8,4,6,10,10,5,7,5,8,3,8,6,10,17
L4578,5,10,7,8,7,7,8,7,5,8,7,7,7,8,3,7,3
L4579,4,10,6,8,5,6,7,8,7,8,8,7,3,10,6,10,19
L4580,4,6,5,5,6,8,7,5,4,7,6,9,6,8,8,4,21
L4581,6,11,8,8,5,4,10,4,9,11,10,9,2,8,5,4,4
L4582,4,10,6,8,4,4,9,5,6,5,7,14,4,8,5,7,2
L4583,6,10,9,8,8,5,12,2,2,8,8,9,9,14,2,8,22
L4584,1,3,2,1,1,6,12,2,3,8,11,8,2,11,0,8,21
L4585,2,7,3,4,2,7,6,14,2,7,8,8,3,8,0,8,7
L4586,2,8,3,6,1,13,3,9,4,13,4,12,1,6,0,8,9
L4587,4,7,4,5,3,6,7,9,7,7,6,7,2,8,8,9,1
L4588,5,8,8,6,3,3,9,4,4,11,11,10,5,8,1,7,13
L4589,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
L4590,5,11,5,6,3,7,4,3,5,11,7,12,3,7,6,8,11
L4591,5,8,7,10,7,11,5,5,4,9,3,8,3,6,6,9,25
L4592,10,12,10,7,4,9,8,4,8,9,1,5,5,6,3,9,10
L4593,3,6,4,4,3,7,8,5,10,7,7,9,1,9,7,8,25
L4594,6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7,13
L4595,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8,8
L4596,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,12
L4597,3,7,4,5,2,7,7,4,14,9,6,8,0,8,8,8,25
L4598,10,12,9,6,4,10,6,3,8,10,4,7,4,12,4,9,23
L4599,4,9,3,5,3,6,8,6,4,9,7,9,5,9,4,8,14
L4600,2,4,4,6,1,7,14,0,6,7,11,8,0,8,0,8,19
L4601,4,7,6,5,3,7,7,2,10,12,6,8,1,9,6,8,25
L4602,5,10,7,8,6,6,6,6,4,7,6,9,5,8,7,10,15
L4603,7,11,8,8,4,7,7,13,2,7,10,8,9,6,0,8,12
L4604,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8,8
L4605,2,3,2,2,1,4,11,3,5,11,10,5,1,11,2,6,24
L4606,6,6,7,8,3,8,5,8,9,6,5,10,2,8,6,11,6
L4607,5,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,13
L4608,3,5,6,4,3,9,8,3,5,10,3,5,5,9,1,8,13
L4609,5,11,6,8,4,5,7,10,10,6,5,6,3,8,4,8,3
L4610,4,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,3
L4611,2,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,19
L4612,2,5,4,3,2,7,3,2,8,8,2,9,1,7,3,8,11
L4613,3,6,4,4,3,6,7,5,5,10,8,10,2,9,4,9,6
L4614,5,8,7,6,8,8,6,5,2,7,5,8,9,9,5,11,14
L4615,5,10,5,7,3,5,10,9,4,7,4,8,3,7,6,11,17
L4616,6,13,5,7,3,10,4,5,5,10,3,10,4,5,4,10,18
L4617,3,1,4,2,2,7,7,3,9,6,6,8,3,8,6,8,23
L4618,1,3,2,1,1,7,3,1,6,9,3,10,0,7,2,9,11
L4619,6,6,6,4,4,2,11,2,2,10,10,8,6,11,1,7,22
L4620,0,0,1,1,0,12,4,5,3,12,4,10,0,7,0,8,9
L4621,3,7,5,5,2,5,12,4,6,12,9,4,1,10,3,4,5
L4622,2,5,3,4,2,5,10,4,5,10,9,5,2,10,3,6,5
L4623,2,4,3,3,1,6,8,7,8,8,7,14,1,9,4,10,2
L4624,2,7,3,5,2,5,8,7,7,8,8,13,2,9,4,10,2
L4625,5,9,5,7,2,7,4,14,5,7,14,8,3,9,0,8,20
L4626,8,11,7,8,4,3,11,3,4,10,12,8,3,10,1,7,21
L4627,2,5,4,4,2,6,4,1,8,8,2,10,0,7,2,8,11
L4628,2,3,3,2,2,7,8,3,8,6,6,7,2,8,5,7,23
L4629,4,6,6,5,6,7,7,4,4,7,6,8,6,10,7,7,21
L4630,7,8,9,7,10,7,6,5,4,7,7,9,8,10,9,7,6
L4631,6,10,6,5,4,9,6,3,7,10,4,7,5,7,8,7,3
L4632,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,11
L4633,1,0,1,1,0,5,10,6,1,9,6,4,1,9,2,8,15
L4634,3,4,5,3,2,9,6,1,8,10,4,7,2,8,3,8,23
L4635,8,12,6,6,2,5,11,5,8,11,8,9,1,7,5,8,2
L4636,6,10,7,8,4,7,7,13,2,7,9,8,9,6,0,8,12
L4637,3,6,4,4,1,5,11,2,2,8,12,8,1,11,0,8,24
L4638,6,11,9,8,9,6,8,5,6,6,5,8,3,7,5,9,17
L4639,3,8,5,5,2,9,6,3,1,8,0,8,2,7,1,8,0
L4640,4,3,5,5,4,8,8,6,2,5,7,10,3,9,6,9,16
L4641,3,3,4,1,2,8,6,6,4,6,7,8,6,5,2,7,12
L4642,5,5,6,3,3,4,8,5,8,10,9,9,3,9,2,6,20
L4643,6,9,6,6,5,6,11,4,6,11,9,5,3,12,2,4,19
L4644,2,8,3,6,1,13,2,8,4,13,4,12,1,6,0,8,9
L4645,4,7,6,5,5,9,7,2,4,9,6,7,7,5,2,7,12
L4646,4,11,5,8,3,8,8,9,7,7,8,8,3,8,4,8,14
L4647,5,9,6,7,6,8,6,8,5,7,6,9,3,8,4,6,20
L4648,7,10,9,8,8,7,4,6,4,7,6,9,5,9,9,8,4
L4649,4,5,6,5,5,7,8,5,4,7,5,7,6,9,5,3,13
L4650,3,7,4,5,2,6,4,1,9,8,2,11,0,7,2,8,11
L4651,4,9,6,7,3,8,10,1,8,5,12,8,1,11,2,8,24
L4652,5,9,7,7,5,9,6,2,9,11,4,9,3,7,7,9,25
L4653,9,11,9,6,5,5,8,2,4,7,9,7,10,10,2,5,22
L4654,2,3,4,1,1,4,9,2,6,10,9,10,3,8,2,7,10
L4655,1,0,1,0,0,8,7,6,3,6,6,8,2,8,3,8,16
L4656,2,3,3,4,1,5,8,6,8,7,7,12,1,7,4,9,2
L4657,2,3,2,2,2,6,8,4,4,7,5,7,2,7,3,8,17
L4658,3,4,3,3,1,5,11,3,7,11,9,5,1,11,2,5,19
L4659,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,24
L4660,3,5,5,4,2,8,7,2,10,12,5,9,1,8,6,9,25
L4661,3,4,4,6,2,7,7,4,14,9,6,8,0,8,8,8,25
L4662,4,3,4,4,2,7,7,12,1,7,9,8,8,6,0,8,12
L4663,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7,8
L4664,4,10,5,8,5,8,8,8,5,6,8,9,3,8,3,7,14
L4665,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10,4
L4666,5,9,5,4,3,6,6,5,4,9,10,6,3,9,2,5,24
L4667,2,3,4,2,2,7,7,1,8,11,6,9,1,8,4,8,4
L4668,7,10,6,5,3,10,4,4,7,12,3,11,3,7,7,11,16
L4669,2,2,3,4,3,7,7,5,6,7,6,7,3,7,5,8,17
L4670,7,10,7,8,5,5,11,3,6,11,10,5,2,12,2,4,19
L4671,4,9,6,7,6,7,7,5,8,7,7,9,3,8,5,9,4
L4672,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8,21
L4673,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,20
L4674,4,7,5,5,4,7,7,7,6,6,7,9,3,10,6,7,19
L4675,3,6,5,5,5,7,8,5,2,7,7,8,6,11,7,7,6
L4676,3,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,3
L4677,4,4,5,3,2,4,10,3,2,9,9,7,6,11,1,7,22
L4678,5,5,5,8,3,7,7,15,2,4,6,8,6,8,0,8,13
L4679,4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,12
L4680,5,7,7,5,4,8,9,4,6,8,4,8,3,6,5,11,17
L4681,4,10,7,8,3,4,10,2,8,10,12,9,1,10,2,7,24
L4682,5,7,5,5,3,7,11,3,8,11,9,4,2,12,3,5,19
L4683,8,12,10,7,5,9,4,3,2,10,2,9,10,1,1,8,12
L4684,4,9,4,6,4,6,10,8,3,7,4,8,2,7,5,11,17
L4685,3,7,4,5,4,9,8,6,4,5,9,7,2,8,7,5,24
L4686,3,6,5,4,1,7,8,2,8,15,6,8,0,7,0,7,9
L4687,2,3,3,2,1,5,12,3,6,11,9,5,1,10,1,5,19
L4688,2,2,3,4,2,5,10,4,4,10,8,4,1,10,3,7,15
L4689,5,5,6,5,5,7,7,4,6,7,4,8,4,7,5,6,3
L4690,4,10,6,8,6,5,7,4,7,6,6,11,3,8,6,9,10
L4691,5,10,7,8,4,9,9,4,2,5,13,8,4,9,1,7,21
L4692,5,10,5,8,3,3,11,5,4,12,12,8,2,10,1,8,21
L4693,5,9,5,6,3,2,11,4,4,11,12,8,2,10,1,7,21
L4694,5,11,6,8,3,4,12,9,2,10,6,4,1,10,4,8,15
L4695,4,7,6,5,3,6,8,1,8,10,8,9,3,8,3,7,23
L4696,7,12,6,6,6,8,8,4,5,9,6,7,6,7,8,7,1
L4697,3,5,5,3,2,4,8,5,7,11,10,12,1,9,2,7,2
L4698,5,8,7,6,5,8,9,5,4,11,4,4,2,10,3,8,15
L4699,7,9,10,7,7,3,7,4,5,10,11,11,10,6,4,7,12
L4700,5,9,7,6,8,7,8,5,3,8,5,8,4,8,10,7,18
L4701,5,11,6,8,3,7,7,15,1,7,7,8,3,8,0,8,7
L4702,2,7,3,5,1,12,2,9,4,13,5,13,1,6,0,8,9
L4703,4,7,5,5,4,8,8,13,1,6,6,7,6,8,1,10,13
L4704,4,8,6,6,4,9,7,3,6,10,5,8,2,9,5,9,18
L4705,4,9,4,7,6,6,8,8,5,7,5,7,2,8,7,10,1
L4706,5,7,6,5,6,8,9,7,3,8,4,6,5,7,7,9,17
L4707,3,5,4,7,1,7,14,0,6,7,11,8,0,8,0,8,19
L4708,2,7,3,5,3,9,7,1,5,10,4,7,0,7,1,6,9
L4709,2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7,8
L4710,2,4,4,3,2,8,2,2,2,7,2,8,2,6,2,7,0
L4711,4,8,5,6,4,6,8,2,8,11,7,9,2,8,5,7,4
L4712,9,15,8,9,4,11,2,4,5,11,2,10,3,6,5,12,18
