shuttle,A1,A2,A3,A4,A5,A6,A7,A8,A9,class
SH16852,44,0,76,-5,44,0,31,32,0,1
SH16853,56,1,86,5,56,6,31,30,0,1
SH16854,38,0,97,1,38,0,59,58,0,1
SH16855,45,-1,83,0,46,31,38,36,0,1
SH16856,49,0,77,0,50,1,28,28,0,1
SH16857,55,1,78,-2,42,-10,23,37,14,4
SH16858,38,5,77,0,38,7,39,38,0,1
SH16859,52,0,81,-1,52,0,29,29,0,1
SH16860,37,0,79,-1,8,-28,43,72,28,1
SH16861,56,0,81,-2,-6,0,25,88,64,4
SH16862,56,0,81,0,-18,23,25,99,74,4
SH16863,37,1,78,0,36,-1,41,42,2,1
SH16864,37,0,106,0,30,26,69,75,6,1
SH16865,102,0,104,0,70,-17,1,34,32,5
SH16866,45,0,87,3,46,15,42,41,0,1
SH16867,37,0,84,0,26,16,47,58,10,1
SH16868,37,0,105,-3,30,3,68,74,6,1
SH16869,51,0,87,0,50,-24,36,38,2,1
SH16870,101,1,102,6,72,10,1,30,28,5
SH16871,52,-5,83,0,52,-6,31,32,0,1
SH16872,48,-3,85,0,46,-1,37,39,2,1
SH16873,43,-3,87,0,42,0,44,46,2,1
SH16874,41,1,82,0,38,-16,41,43,2,1
SH16875,55,-1,99,3,50,0,44,50,6,4
SH16876,43,0,76,-1,42,-12,33,35,2,1
SH16877,105,-5,106,0,70,0,2,36,34,5
SH16878,43,0,86,0,42,-18,42,44,2,1
SH16879,49,1,83,0,50,4,34,34,0,1
SH16880,41,2,106,-2,42,8,65,65,0,1
SH16881,43,0,85,0,42,-4,42,44,2,1
SH16882,51,2,83,0,52,8,31,31,0,1
SH16883,45,0,77,0,44,-6,31,33,2,1
SH16884,37,0,108,0,34,-7,71,75,4,1
SH16885,37,0,76,0,28,-2,40,48,8,1
SH16886,56,5,97,6,36,0,40,60,20,4
SH16887,62,0,109,0,60,-11,48,50,2,1
SH16888,55,4,77,0,26,-22,22,52,30,4
SH16889,47,0,86,8,46,0,39,39,0,1
SH16890,55,0,78,-1,18,0,23,60,38,4
SH16891,44,0,109,0,42,-30,66,68,2,1
SH16892,48,-2,77,0,46,0,30,31,2,1
SH16893,53,0,83,0,52,-14,30,32,2,1
SH16894,37,0,104,0,20,-2,67,84,16,1
SH16895,43,0,85,-6,42,0,42,44,2,1
SH16896,37,0,77,0,-20,-2,41,98,58,1
SH16897,56,0,96,0,50,-16,40,47,6,4
SH16898,41,0,77,0,42,23,37,36,0,1
SH16899,37,0,77,0,26,17,40,51,12,1
SH16900,42,0,81,-2,42,-3,39,39,0,1
SH16901,37,0,76,-2,24,-5,40,53,14,1
SH16902,50,-1,84,-2,50,-3,34,35,0,1
SH16903,37,0,79,5,6,0,42,74,32,1
SH16904,48,0,90,3,50,29,42,41,0,1
SH16905,46,3,82,0,44,-20,36,38,2,1
SH16906,37,0,81,-6,-2,0,44,84,40,1
SH16907,37,3,77,2,0,6,40,77,38,1
SH16908,56,0,79,-6,8,0,23,71,48,4
SH16909,37,0,90,0,36,3,53,54,2,1
SH16910,41,2,83,0,42,3,41,41,0,1
SH16911,55,0,92,-1,10,0,37,82,46,4
SH16912,37,-2,80,0,38,19,43,41,0,1
SH16913,49,0,83,0,46,-3,34,37,2,1
SH16914,46,0,85,-5,46,2,39,39,0,1
SH16915,41,0,77,-1,38,-6,37,39,2,1
SH16916,52,-2,82,0,52,-1,29,30,0,1
SH16917,37,0,76,5,28,-19,40,48,8,1
SH16918,37,0,79,0,18,-11,42,61,18,1
SH16919,57,-4,86,0,56,0,29,29,0,1
SH16920,37,-4,90,-3,20,0,53,69,16,1
SH16921,45,-27,81,0,44,0,36,37,2,3
SH16922,56,0,92,0,56,7,36,35,0,1
SH16923,45,0,86,0,46,8,41,40,0,1
SH16924,44,2,83,0,44,14,40,39,0,1
SH16925,39,1,81,0,38,0,43,43,0,1
SH16926,45,1,86,0,44,0,41,42,2,1
SH16927,49,5,87,0,46,-4,38,41,2,1
SH16928,37,0,108,1,36,4,71,72,0,1
SH16929,44,0,81,-2,44,5,37,37,0,1
SH16930,37,0,82,0,36,-4,45,46,2,1
SH16931,40,2,79,0,38,0,39,40,2,1
SH16932,45,0,86,5,44,0,41,42,2,1
SH16933,44,0,106,0,44,21,62,62,0,1
SH16934,37,0,78,0,-4,26,42,83,42,1
SH16935,43,-4,76,7,42,-17,33,35,2,1
SH16936,37,5,79,1,16,-8,41,63,22,1
SH16937,40,-2,79,0,38,0,38,40,2,1
SH16938,55,0,78,0,6,-16,23,73,50,4
SH16939,45,0,82,-6,44,0,37,38,2,1
SH16940,56,0,79,-1,-22,6,24,103,80,4
SH16941,44,0,87,-2,44,1,43,43,0,1
SH16942,45,0,87,-1,44,-1,42,43,2,1
SH16943,50,0,81,-3,50,-4,30,32,2,1
SH16944,103,3,104,-1,70,-1,1,35,34,5
SH16945,55,0,97,6,52,0,41,45,4,4
SH16946,37,0,78,0,-6,-22,42,86,44,1
SH16947,37,-1,81,0,36,0,44,45,0,1
SH16948,37,-3,106,-6,30,-8,69,75,6,1
SH16949,46,4,87,0,46,6,41,41,0,1
SH16950,55,-1,77,-3,20,-7,22,57,34,4
SH16951,37,0,77,0,8,20,40,69,28,1
SH16952,37,0,80,-7,34,-4,43,46,2,1
SH16953,37,0,94,1,12,11,57,81,24,1
SH16954,45,-5,83,0,44,-1,38,39,2,1
SH16955,51,5,83,0,52,23,31,31,0,1
SH16956,56,0,98,0,46,6,42,51,10,4
SH16957,41,-4,81,0,42,1,39,39,0,1
SH16958,56,0,76,0,-4,-1,20,81,62,4
SH16959,53,2,81,0,54,1,28,27,0,1
SH16960,41,0,88,-1,38,-33,48,50,2,1
SH16961,49,0,77,0,50,17,28,28,0,1
SH16962,37,0,76,0,20,-22,39,55,16,1
SH16963,53,0,109,8,52,-14,56,57,2,1
SH16964,55,0,98,0,42,-24,42,57,14,4
SH16965,43,-2,84,0,42,-13,41,43,2,1
SH16966,46,0,88,0,44,-16,42,44,2,1
SH16967,37,-1,81,0,36,-30,43,44,2,1
SH16968,55,0,92,-2,24,-6,37,69,32,4
SH16969,55,0,77,0,10,-5,21,66,46,4
SH16970,43,0,88,0,44,19,44,44,0,1
SH16971,37,0,80,0,36,-10,43,44,2,1
SH16972,55,0,77,0,0,11,21,77,56,4
SH16973,55,-5,98,2,52,0,42,46,4,4
SH16974,42,0,83,-2,42,0,41,41,0,1
SH16975,39,0,83,1,38,0,44,44,0,1
SH16976,49,0,100,0,46,-22,52,54,2,1
SH16977,55,-3,98,0,44,-30,42,54,12,4
SH16978,56,5,92,0,52,0,36,40,4,4
SH16979,37,0,76,-1,36,-23,39,40,2,1
SH16980,44,2,88,0,42,-19,44,46,2,1
SH16981,48,-3,86,-1,46,-2,39,40,2,1
SH16982,85,0,88,0,2,-15,3,86,82,5
SH16983,45,0,76,0,46,16,31,30,0,1
SH16984,40,0,80,-2,38,11,40,41,2,1
SH16985,53,0,84,0,54,2,32,30,0,1
SH16986,53,3,82,0,52,-7,29,30,2,1
SH16987,53,2,87,0,54,30,34,33,0,1
SH16988,63,2,111,6,62,0,48,49,2,1
SH16989,51,0,83,4,50,-2,32,33,2,1
SH16990,51,5,82,0,50,0,31,33,2,1
SH16991,46,0,82,5,46,1,36,35,0,1
SH16992,37,0,83,0,12,3,46,70,24,1
SH16993,47,-87,86,0,46,0,39,39,0,1
SH16994,48,1,82,0,46,0,34,35,2,1
SH16995,46,-2,81,0,46,0,35,35,0,1
SH16996,56,0,76,0,-6,10,20,84,64,4
SH16997,102,0,103,3,70,-2,1,33,32,5
SH16998,37,0,79,0,6,-15,43,74,32,1
SH16999,55,0,78,0,44,-8,23,34,12,4
SH17000,37,0,77,1,36,2,40,41,0,1
SH17001,51,-3,82,0,52,0,31,30,0,1
SH17002,44,0,84,0,42,-21,41,43,2,1
SH17003,46,0,85,3,44,-28,39,41,2,1
SH17004,49,1,85,0,50,8,36,36,0,1
SH17005,41,0,108,4,42,24,67,66,0,1
SH17006,56,0,77,0,16,-28,22,62,40,4
SH17007,55,-4,93,1,54,0,38,39,0,1
SH17008,37,0,77,0,28,-6,40,48,8,1
SH17009,53,0,85,-3,54,0,32,31,0,1
SH17010,38,0,77,0,36,-24,40,41,2,1
SH17011,56,0,95,0,56,4,40,39,0,1
SH17012,37,0,106,-6,30,0,69,75,6,1
SH17013,52,3,81,-1,52,0,29,30,0,1
SH17014,44,0,80,-7,44,6,36,36,0,1
SH17015,56,1,80,0,24,27,24,57,32,4
SH17016,103,5,104,2,70,0,1,35,34,5
SH17017,37,0,75,0,30,-6,38,44,6,1
SH17018,51,2,80,0,52,19,29,28,0,1
SH17019,37,0,80,0,16,4,43,65,22,1
SH17020,42,3,81,0,42,0,39,40,0,1
SH17021,56,0,97,0,54,16,40,42,2,1
SH17022,56,0,78,-3,26,-6,22,52,30,4
SH17023,102,2,102,0,70,-5,1,33,32,5
SH17024,44,0,87,-1,44,2,43,43,0,1
SH17025,55,0,77,0,28,2,21,48,28,4
SH17026,37,0,79,0,24,-6,42,55,14,1
SH17027,41,5,107,0,38,0,66,68,2,1
SH17028,41,1,97,0,42,6,55,55,0,1
SH17029,52,2,81,0,52,0,29,30,0,1
SH17030,55,0,93,0,44,0,37,49,12,4
SH17031,55,0,93,0,6,-13,37,88,50,4
SH17032,43,0,88,-2,42,0,45,47,2,1
SH17033,49,0,88,0,50,20,40,39,0,1
SH17034,42,0,87,5,42,0,45,46,0,1
SH17035,56,0,81,0,6,22,25,75,50,4
SH17036,43,-1,81,0,42,-15,37,39,2,1
SH17037,55,0,97,8,54,0,41,42,2,1
SH17038,37,-2,106,0,34,2,69,72,4,1
SH17039,47,-6,83,0,46,0,36,36,0,1
SH17040,41,-2,81,0,42,0,39,39,0,1
SH17041,51,0,81,1,52,14,30,29,0,1
SH17042,56,2,80,0,56,3,24,23,0,1
SH17043,37,0,98,-2,28,-30,61,70,8,1
SH17044,51,0,78,-2,52,11,27,26,0,1
SH17045,55,0,96,0,46,24,41,50,8,4
SH17046,55,1,84,1,54,0,28,30,2,1
SH17047,53,0,81,0,54,17,28,27,0,1
SH17048,37,0,79,0,34,22,42,46,4,1
SH17049,53,0,86,4,54,10,33,32,0,1
SH17050,53,0,84,0,54,3,30,30,0,1
SH17051,37,-1,106,0,30,-103,69,75,6,1
SH17052,51,0,79,0,50,-10,28,30,2,1
SH17053,52,0,86,0,54,28,33,32,0,1
SH17054,49,0,79,0,46,-4,30,32,2,1
SH17055,37,0,97,0,26,-22,60,71,12,1
SH17056,57,4,90,0,56,0,33,33,0,1
SH17057,51,-4,87,0,52,0,36,35,0,1
SH17058,45,-2,78,-7,46,20,33,32,0,1
SH17059,58,0,82,-5,56,0,24,25,0,1
SH17060,41,0,85,0,42,27,44,44,0,1
SH17061,44,0,76,0,44,14,32,32,0,1
SH17062,45,2,87,0,44,0,43,43,0,1
SH17063,51,1,86,0,52,5,35,34,0,1
SH17064,48,2,79,0,46,0,30,32,2,1
SH17065,53,-4,90,0,54,5,37,36,0,1
SH17066,55,-1,98,5,46,0,42,51,8,4
SH17067,37,0,81,0,30,-3,45,50,6,1
SH17068,55,0,77,0,-28,-17,22,106,84,4
SH17069,37,0,83,0,18,16,47,65,18,1
SH17070,37,1,77,0,36,271,39,41,2,1
SH17071,55,0,97,0,50,-2,42,48,6,4
SH17072,45,0,86,-1,44,-11,41,42,2,1
SH17073,37,0,80,0,38,4,43,41,0,1
SH17074,43,-1,89,0,44,28,46,45,0,1
SH17075,53,-5,83,0,54,0,30,29,0,1
SH17076,37,3,77,0,-2,-4,39,79,40,1
SH17077,41,5,76,0,42,16,34,34,0,1
SH17078,55,0,77,-7,18,5,22,59,38,4
SH17079,55,0,78,0,6,0,23,73,50,4
SH17080,57,4,84,0,56,0,27,28,0,1
SH17081,37,0,77,0,36,5,41,41,0,1
SH17082,39,-2,84,0,38,0,45,46,0,1
SH17083,37,-1,75,0,34,0,38,41,4,1
SH17084,37,0,80,0,26,27,43,54,12,1
SH17085,49,3,81,0,46,-1,33,35,2,1
SH17086,46,1,84,-1,46,18,39,38,0,1
SH17087,37,0,84,-2,26,0,47,58,12,1
SH17088,44,0,108,0,42,-20,64,66,2,1
SH17089,37,0,99,-4,28,0,61,70,8,1
SH17090,42,0,83,0,42,0,40,41,2,1
SH17091,46,-1,82,-6,46,-9,36,35,0,1
SH17092,37,0,78,0,12,-25,42,65,24,1
SH17093,47,-2,100,0,46,0,54,54,0,1
SH17094,104,5,105,0,72,6,1,33,32,5
SH17095,42,0,82,2,42,0,39,41,2,1
SH17096,83,0,86,0,-4,17,3,92,88,5
SH17097,56,-1,79,1,54,-21,23,24,2,1
SH17098,49,2,83,0,50,5,34,34,0,1
SH17099,37,0,104,0,26,0,66,78,12,1
SH17100,37,0,77,2,28,-13,41,49,8,1
SH17101,37,0,93,2,26,2,55,67,12,1
SH17102,55,-5,81,0,-6,0,25,88,64,4
SH17103,56,-1,90,-1,56,0,34,33,0,1
SH17104,45,-3,88,0,44,45,43,44,2,1
SH17105,55,0,77,0,-20,0,21,97,76,4
SH17106,56,0,92,0,56,15,36,35,0,1
SH17107,49,2,106,0,46,-10,58,60,2,1
SH17108,47,0,88,-7,46,0,40,41,0,1
SH17109,37,0,93,0,30,28,56,62,6,1
SH17110,53,-1,79,0,52,-5,26,27,2,1
SH17111,46,1,88,0,46,2,42,41,0,1
SH17112,41,-1,77,5,42,0,36,35,0,1
SH17113,37,0,79,0,8,-22,42,71,30,1
SH17114,102,0,103,2,70,-6,1,33,32,5
SH17115,37,0,79,0,10,25,42,69,26,1
SH17116,55,5,87,0,54,0,32,33,2,1
SH17117,38,1,75,0,36,-6,37,39,2,1
SH17118,52,0,86,0,54,30,34,32,0,1
SH17119,37,0,80,0,38,3,43,41,0,1
SH17120,53,-5,81,0,54,0,28,27,0,1
SH17121,37,-1,105,-6,28,0,68,77,8,1
SH17122,56,0,79,0,-2,-30,24,82,58,4
SH17123,52,1,91,0,52,0,39,39,0,1
SH17124,37,1,90,0,28,19,53,62,8,1
SH17125,101,0,102,0,72,2,1,30,28,5
SH17126,85,0,88,0,2,-28,3,86,82,5
SH17127,41,22,77,0,28,0,36,48,12,2
SH17128,44,-1,76,3,44,0,32,32,0,1
SH17129,55,0,98,0,42,-13,42,57,14,4
SH17130,51,4,107,-1,50,0,56,58,2,1
SH17131,52,3,86,-1,52,0,33,34,0,1
SH17132,47,4,86,-1,46,0,39,39,0,1
SH17133,49,1,110,0,46,-6,61,64,2,1
SH17134,48,0,79,1,46,0,31,32,2,1
SH17135,43,4,81,0,42,0,38,39,2,1
SH17136,45,0,86,7,44,0,41,42,2,1
SH17137,42,3,81,-1,42,-2,40,40,0,1
SH17138,37,0,78,0,-4,-16,41,83,42,1
SH17139,41,0,84,1,38,-10,43,45,2,1
SH17140,49,-3,81,0,50,5,32,32,0,1
SH17141,49,0,84,0,50,6,35,35,0,1
SH17142,37,0,78,0,10,23,41,68,26,1
SH17143,37,0,79,4,28,0,42,50,8,1
SH17144,51,-4,109,0,50,-18,59,60,2,1
SH17145,45,-2,86,-3,44,-1,40,42,2,1
SH17146,49,0,107,-1,50,0,58,58,0,1
SH17147,52,-1,77,0,52,0,25,25,0,1
SH17148,47,-1,83,-1,46,0,37,37,0,1
SH17149,37,0,77,0,34,-28,40,43,2,1
SH17150,44,5,79,0,44,16,35,35,0,1
SH17151,41,-2,108,-2,38,-18,67,69,2,1
SH17152,49,0,89,4,50,23,40,40,0,1
SH17153,37,0,75,0,28,31,38,46,8,1
SH17154,56,0,77,4,-4,0,21,82,62,4
SH17155,37,2,75,0,18,-3,38,57,18,1
SH17156,45,-2,83,0,46,12,37,36,0,1
SH17157,84,-2,88,-4,0,22,3,88,84,5
SH17158,37,0,75,0,34,20,38,41,4,1
SH17159,55,0,77,-1,28,0,21,48,28,4
SH17160,42,3,77,2,42,0,35,36,0,1
SH17161,52,0,103,8,54,31,51,49,0,1
SH17162,37,0,76,-7,36,-20,39,40,2,1
SH17163,37,0,81,0,34,11,45,48,2,1
SH17164,37,0,104,0,20,-27,67,83,16,1
SH17165,38,0,79,6,38,0,41,40,0,1
SH17166,39,-5,76,1,38,0,36,37,0,1
SH17167,55,0,95,0,46,-6,40,49,8,4
SH17168,45,0,76,0,44,-9,31,32,2,1
SH17169,37,0,75,0,28,-4,38,46,8,1
SH17170,44,-1,83,3,44,0,38,39,0,1
SH17171,47,0,82,-4,46,0,35,35,0,1
SH17172,50,4,96,0,50,0,46,47,0,1
SH17173,44,0,86,0,44,3,43,42,0,1
SH17174,37,0,79,5,36,-15,42,43,2,1
SH17175,37,0,79,0,24,-4,42,55,14,1
SH17176,56,0,78,5,0,7,22,78,56,4
SH17177,53,0,83,0,54,0,29,28,0,1
SH17178,37,0,75,0,34,1,38,41,2,1
SH17179,51,0,84,0,50,0,34,35,2,1
SH17180,77,0,81,-5,-40,0,4,122,118,5
SH17181,45,-5,76,0,44,0,32,32,0,1
SH17182,49,2,85,0,50,25,36,36,0,1
SH17183,37,0,84,0,28,5,47,55,8,1
SH17184,56,-1,78,-4,26,-8,22,52,30,4
SH17185,59,0,86,0,56,-4,28,30,2,1
SH17186,55,-1,79,-4,20,-9,23,58,34,4
SH17187,41,0,76,0,38,-5,35,37,2,1
SH17188,37,0,77,1,26,0,40,51,10,1
SH17189,41,0,79,0,38,-15,38,40,2,1
SH17190,46,5,87,2,46,8,41,41,0,1
SH17191,37,-2,80,0,6,0,43,75,32,1
SH17192,49,0,86,0,46,-12,37,39,2,1
SH17193,47,-2,84,-2,46,-4,37,37,0,1
SH17194,67,0,109,-4,68,0,42,42,0,1
SH17195,56,0,77,0,20,31,22,57,36,4
SH17196,51,0,80,0,52,19,29,28,0,1
SH17197,53,0,88,8,52,-6,35,36,2,1
SH17198,37,0,104,0,26,1,66,78,12,1
SH17199,53,-2,83,0,54,4,30,29,0,1
SH17200,46,0,87,-2,44,-30,41,43,2,1
SH17201,77,0,81,-7,-40,0,4,122,118,5
SH17202,37,0,76,0,34,11,40,43,2,1
SH17203,44,3,81,0,42,-16,37,39,2,1
SH17204,37,0,77,0,-22,30,41,101,60,1
SH17205,56,0,85,0,56,8,29,28,0,1
SH17206,59,1,84,0,56,-7,25,27,2,1
SH17207,54,2,86,-2,54,0,32,32,0,1
SH17208,37,-707,105,0,36,0,68,69,0,1
SH17209,55,0,95,0,52,-18,40,44,4,4
SH17210,37,-3,76,0,36,0,39,40,2,1
SH17211,45,1,77,0,44,-3,31,33,2,1
SH17212,41,-3,86,-1,42,0,45,44,0,1
SH17213,85,-6,89,0,8,0,4,81,78,5
SH17214,43,0,87,1,44,17,44,43,0,1
SH17215,81,0,86,5,-24,-1,4,112,108,5
SH17216,45,3,84,0,44,0,38,40,2,1
SH17217,49,0,87,7,50,16,38,38,0,1
SH17218,56,1,79,0,56,21,23,22,0,1
SH17219,44,1,83,0,42,-23,39,41,2,1
SH17220,38,3,102,0,38,23,64,63,0,1
SH17221,37,0,80,-1,36,-3,43,44,2,1
SH17222,56,5,94,0,50,0,38,45,6,4
SH17223,37,0,76,4,28,-12,40,48,8,1
SH17224,48,-2,108,6,46,-1,59,61,2,1
SH17225,37,0,95,0,16,-30,58,79,22,1
SH17226,55,0,77,0,12,18,21,64,42,4
SH17227,79,0,83,-5,-40,0,4,125,120,5
SH17228,44,-5,86,0,44,0,42,42,0,1
SH17229,50,2,85,0,50,0,35,36,2,1
SH17230,57,1,84,0,56,0,28,28,0,1
SH17231,56,1,76,11,-4,0,20,81,62,4
SH17232,55,0,93,0,54,3,38,39,0,1
SH17233,50,0,87,-4,50,0,37,38,0,1
SH17234,46,0,85,0,46,1,39,39,0,1
SH17235,43,3,84,-1,42,0,41,43,2,1
SH17236,50,-1,81,-3,50,-4,32,32,0,1
SH17237,49,0,78,0,50,4,29,29,0,1
SH17238,49,-4,88,0,50,5,39,39,0,1
SH17239,55,0,83,-7,54,0,28,28,0,1
SH17240,55,0,82,0,-20,-2,26,103,76,4
SH17241,49,0,77,-1,50,7,28,28,0,1
SH17242,44,0,84,2,44,0,40,41,0,1
SH17243,45,3,86,0,46,31,41,40,0,1
SH17244,56,0,77,0,-22,30,21,100,80,4
SH17245,56,0,86,0,54,-13,30,32,2,1
SH17246,41,-1,81,0,42,23,41,40,0,1
SH17247,41,0,80,0,42,30,39,39,0,1
SH17248,37,0,104,0,18,-3,67,86,20,1
SH17249,55,1,86,0,54,-3,30,32,2,1
SH17250,56,0,80,0,54,-19,24,26,2,1
SH17251,45,0,88,-6,46,-42,42,41,0,1
SH17252,52,-4,88,0,52,-1,36,37,0,1
SH17253,37,0,81,0,26,-6,44,55,10,1
SH17254,43,0,77,7,42,-7,34,35,2,1
SH17255,108,-3,109,0,72,6,1,36,36,5
SH17256,37,26,77,-8,-22,9,41,101,60,1
SH17257,56,0,97,-1,50,-25,41,48,6,4
SH17258,56,0,97,0,50,5,40,48,8,4
SH17259,45,0,87,-7,44,0,43,43,0,1
SH17260,56,0,77,0,-24,-4,21,103,82,4
SH17261,49,5,82,0,46,-7,33,35,2,1
SH17262,46,2,80,0,46,9,34,34,0,1
SH17263,37,0,79,-5,20,0,43,59,16,1
SH17264,41,-5,83,0,42,2,42,42,0,1
SH17265,53,1,79,0,54,23,26,24,0,1
SH17266,38,-5,86,0,38,0,48,48,0,1
SH17267,37,0,96,8,10,0,59,86,28,1
SH17268,43,0,81,3,42,-3,38,40,2,1
SH17269,55,0,77,0,-30,-15,22,108,86,4
SH17270,37,0,79,1,12,0,42,66,24,1
SH17271,49,0,95,0,46,-24,47,49,2,1
SH17272,56,0,83,0,54,-29,27,28,2,1
SH17273,49,3,86,0,46,-4,38,40,2,1
SH17274,56,3,97,0,42,0,40,55,14,4
SH17275,55,-1,81,-1,54,-2,26,27,2,1
SH17276,41,-2,84,0,38,-23,43,45,2,1
SH17277,44,1,93,0,44,0,49,50,0,1
SH17278,44,0,83,1,44,0,39,39,0,1
SH17279,53,0,108,0,52,-10,55,56,2,1
SH17280,56,0,84,0,54,-2,28,30,2,1
SH17281,47,1,80,-1,46,0,33,34,0,1
SH17282,37,0,78,-1,28,-16,41,50,8,1
SH17283,49,0,77,4,50,17,28,28,0,1
SH17284,39,0,83,6,38,0,44,44,0,1
SH17285,44,0,80,-4,44,1,36,36,0,1
SH17286,37,0,76,6,24,7,39,53,14,1
SH17287,46,5,79,0,44,-22,33,35,2,1
SH17288,84,1,87,0,-2,0,3,90,86,5
SH17289,56,0,95,0,44,14,40,51,12,4
SH17290,37,0,76,4,36,17,39,40,2,1
SH17291,37,0,107,-7,36,0,69,71,2,1
SH17292,55,-5,108,0,54,0,53,53,0,1
SH17293,37,0,106,0,30,7,69,75,6,1
SH17294,44,0,77,0,42,-23,34,36,2,1
SH17295,37,-1,80,-2,18,-3,43,62,18,1
SH17296,41,-1,79,0,42,18,38,37,0,1
SH17297,37,0,76,0,34,11,39,43,4,1
SH17298,37,-1,105,0,38,31,68,66,0,1
SH17299,56,0,76,0,-14,-8,20,92,72,4
SH17300,46,-2,77,0,46,2,32,31,0,1
SH17301,56,2,86,0,56,0,29,29,0,1
SH17302,37,0,104,-4,34,0,67,71,4,1
SH17303,37,0,104,0,16,-17,67,89,22,1
SH17304,45,0,83,6,44,0,37,39,2,1
SH17305,37,0,79,0,20,25,42,58,16,1
SH17306,37,0,82,0,30,-28,45,51,6,1
SH17307,44,1,82,-4,44,0,38,38,0,1
SH17308,45,1,86,0,44,-8,41,42,2,1
SH17309,81,0,84,8,-12,23,4,97,94,5
SH17310,37,0,75,0,18,-25,38,57,18,1
SH17311,56,0,79,2,-4,0,24,85,62,4
SH17312,44,0,81,2,44,20,37,37,0,1
SH17313,37,0,77,0,34,19,40,44,4,1
SH17314,51,0,82,0,50,-24,31,33,2,1
SH17315,38,4,77,0,38,0,39,39,0,1
SH17316,37,0,81,0,24,-15,45,58,14,1
SH17317,47,0,86,3,46,0,39,39,0,1
SH17318,58,0,86,-2,56,0,28,29,0,1
SH17319,49,-2,77,0,50,4,28,28,0,1
SH17320,55,0,94,1,18,-1,39,76,38,4
SH17321,56,-2,86,0,56,0,30,29,0,1
SH17322,79,0,83,0,-28,5,4,112,108,5
SH17323,55,0,79,0,16,-28,23,63,40,4
SH17324,37,2,99,-6,28,0,62,71,8,1
SH17325,56,0,77,0,20,-21,22,57,36,4
SH17326,42,-12,76,0,42,0,34,35,2,1
SH17327,37,0,97,0,38,17,60,59,0,1
SH17328,56,1,95,0,52,-22,39,44,4,4
SH17329,51,0,86,-2,50,-23,36,37,2,1
SH17330,37,0,76,0,34,-22,39,42,2,1
SH17331,55,0,96,0,46,-27,41,50,8,4
SH17332,52,0,82,1,52,0,30,30,0,1
SH17333,37,0,80,0,12,-6,43,67,24,1
SH17334,49,0,79,1,50,7,30,30,0,1
SH17335,37,0,75,0,30,-2,38,44,6,1
SH17336,37,0,77,0,12,-17,41,65,24,1
SH17337,64,0,111,3,64,23,46,46,0,1
SH17338,53,0,81,3,54,16,28,26,0,1
SH17339,37,0,83,0,6,4,46,78,32,1
SH17340,53,0,85,0,54,6,32,31,0,1
SH17341,51,-5,90,0,50,-30,38,41,2,1
SH17342,56,0,79,0,16,19,23,63,40,4
SH17343,45,0,78,-3,44,-10,33,34,2,1
SH17344,55,0,78,-2,16,12,23,63,40,4
SH17345,54,-5,79,0,54,0,25,24,0,1
SH17346,37,-22,106,0,34,22,69,72,4,1
SH17347,41,0,78,0,38,-9,37,39,2,1
SH17348,53,0,86,8,54,4,33,32,0,1
SH17349,47,0,82,-1,46,-2,34,35,0,1
SH17350,81,0,84,5,-12,21,4,97,94,5
SH17351,55,-3,79,0,16,0,23,63,40,4
SH17352,37,0,79,-3,24,-5,42,55,14,1
SH17353,48,0,78,-6,46,0,30,32,2,1
SH17354,47,1,86,-1,46,-1,39,39,0,1
SH17355,49,1,81,0,46,-30,31,34,2,1
SH17356,46,0,85,-6,46,0,39,39,0,1
SH17357,102,-3,103,-7,72,22,1,31,30,5
SH17358,49,0,79,1,50,6,30,30,0,1
SH17359,84,-4,88,0,6,0,5,83,78,5
SH17360,37,1,79,0,20,0,41,58,16,1
SH17361,56,0,84,0,54,-27,28,30,2,1
SH17362,58,-4,108,0,56,0,50,51,2,1
SH17363,55,0,95,0,50,10,40,46,6,4
SH17364,48,-1,86,0,46,-1,37,39,2,1
SH17365,56,0,83,0,54,-21,27,29,2,1
SH17366,56,-4,96,0,54,1,40,42,2,1
SH17367,37,2,90,0,20,0,52,69,16,1
SH17368,48,4,81,1,46,0,33,34,2,1
SH17369,55,0,96,0,44,-17,41,52,12,4
SH17370,41,0,108,0,42,0,67,67,0,1
SH17371,47,-3,81,0,46,0,33,34,0,1
SH17372,37,0,94,0,8,-1,57,86,30,1
SH17373,55,0,76,1,-20,0,21,97,76,4
SH17374,37,0,78,0,2,-27,41,75,34,1
SH17375,41,-4,89,1,42,0,48,48,0,1
SH17376,55,0,95,0,38,31,39,56,16,4
SH17377,37,0,99,0,28,-30,61,70,8,1
SH17378,37,0,95,0,26,-2,58,70,12,1
SH17379,56,0,79,0,26,-1,23,53,30,4
SH17380,51,-1,85,0,50,-5,34,36,2,1
SH17381,56,0,96,0,52,-5,40,44,4,4
SH17382,60,0,110,0,60,0,50,51,2,1
SH17383,40,1,76,3,38,0,36,37,2,1
SH17384,59,0,84,0,56,-30,25,27,2,1
SH17385,37,0,76,-4,28,-1,39,47,8,1
SH17386,56,0,97,2,50,0,41,48,8,4
SH17387,37,0,77,0,-22,13,41,101,60,1
SH17388,37,0,78,0,18,-28,42,60,18,1
SH17389,37,0,77,0,-14,14,40,92,52,1
SH17390,51,-2,82,0,52,6,31,30,0,1
SH17391,55,0,79,0,8,-11,23,71,48,4
