LR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,class
LR2684,10,12,8,6,4,9,11,6,5,3,5,10,6,9,2,7,N
LR2685,6,9,9,8,11,7,7,5,4,8,6,8,7,9,8,7,B
LR2686,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8,X
LR2687,2,2,3,2,2,7,9,4,2,7,8,10,2,9,4,9,Q
LR2688,5,10,6,8,6,5,10,3,7,10,9,6,4,10,4,7,P
LR2689,6,10,8,8,7,5,9,4,8,12,10,8,3,8,5,4,E
LR2690,4,7,6,10,9,9,7,6,3,7,7,8,7,10,6,4,Y
LR2691,4,9,6,7,6,8,6,6,4,7,7,8,8,5,2,7,M
LR2692,4,10,5,8,4,7,7,12,2,7,9,8,8,6,0,8,M
LR2693,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,B
LR2694,4,6,5,6,4,7,7,4,5,7,6,8,2,9,7,10,L
LR2695,6,8,8,6,4,10,8,3,6,10,2,4,5,9,1,7,N
LR2696,2,1,3,2,2,5,10,3,2,8,9,9,5,11,0,8,W
LR2697,3,9,4,6,2,7,4,0,9,9,2,11,0,7,2,8,L
LR2698,9,11,7,6,4,9,9,6,5,6,10,5,6,13,3,7,V
LR2699,5,10,6,5,3,10,2,1,3,9,3,9,5,4,1,9,M
LR2700,7,12,6,6,4,10,5,4,7,11,4,8,3,8,8,11,Q
LR2701,4,6,6,6,6,7,6,5,4,6,5,8,7,9,7,9,V
LR2702,7,10,7,8,5,5,7,5,7,12,8,13,4,9,5,6,C
LR2703,6,13,7,7,4,9,7,2,7,11,4,6,4,10,4,8,X
LR2704,2,1,3,2,2,7,7,6,6,7,6,5,2,8,3,7,D
LR2705,9,13,8,7,4,8,7,5,5,11,3,6,5,9,4,8,P
LR2706,2,5,4,3,2,7,7,2,8,11,7,9,2,9,4,8,E
LR2707,7,9,9,8,8,5,8,3,5,7,8,10,8,8,4,8,A
LR2708,3,7,5,5,2,6,3,2,8,7,2,10,0,7,2,8,L
LR2709,2,5,4,4,2,7,11,4,3,12,4,2,1,10,3,8,P
LR2710,3,8,4,6,3,8,7,8,6,8,6,7,2,8,9,8,S
LR2711,1,4,1,3,0,8,7,0,7,13,6,8,0,8,0,8,I
LR2712,5,9,6,8,7,7,6,4,4,6,7,8,7,8,2,7,U
LR2713,7,10,9,7,7,6,7,7,7,8,10,8,3,9,6,8,T
LR2714,4,7,4,5,2,7,6,6,9,6,7,11,0,9,9,8,S
LR2715,3,7,5,5,6,8,6,5,3,7,6,8,6,10,8,7,B
LR2716,6,5,6,8,4,7,7,13,2,7,9,8,9,6,0,8,M
LR2717,6,9,9,7,6,7,9,3,6,12,7,6,3,9,3,7,F
LR2718,4,8,5,6,3,5,8,6,6,8,8,15,3,10,4,10,C
LR2719,2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8,D
LR2720,3,9,5,6,4,7,7,3,8,5,6,8,2,8,6,8,X
LR2721,3,8,4,6,3,8,7,1,7,11,5,8,0,6,1,6,J
LR2722,2,3,4,2,2,8,7,4,5,9,4,7,2,7,4,10,R
LR2723,1,3,2,1,2,7,7,5,6,7,6,8,2,8,5,10,E
LR2724,4,8,5,10,5,10,11,6,2,3,8,12,3,10,6,10,Q
LR2725,2,5,3,3,1,4,4,4,7,2,2,6,1,7,1,6,L
LR2726,4,5,4,4,4,7,7,5,8,7,7,9,2,8,6,9,E
LR2727,7,6,5,9,4,7,11,2,3,8,10,5,3,9,5,7,Y
LR2728,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,L
LR2729,2,4,2,2,1,6,10,4,5,10,9,4,1,10,3,6,F
LR2730,4,8,5,6,3,8,7,4,4,7,6,8,3,8,4,8,X
LR2731,4,6,4,4,2,5,12,4,5,11,9,4,2,11,1,5,T
LR2732,4,10,4,7,2,4,8,9,2,6,3,11,4,8,2,11,K
LR2733,5,10,5,8,7,7,8,8,6,8,6,7,2,8,8,9,B
LR2734,4,7,6,5,4,9,6,2,8,11,5,9,3,8,5,10,E
LR2735,3,5,6,4,4,9,7,3,5,9,4,6,3,7,4,10,R
LR2736,3,6,4,9,8,8,9,5,0,8,7,6,5,10,3,7,P
LR2737,6,11,7,6,4,7,8,2,7,11,7,7,4,10,4,6,X
LR2738,6,10,9,8,6,5,8,2,7,10,8,10,3,8,3,8,K
LR2739,4,9,6,6,6,7,7,6,3,7,6,11,4,8,8,9,E
LR2740,3,9,5,6,1,6,12,2,3,9,12,8,1,10,0,8,Y
LR2741,4,5,4,8,3,3,8,6,11,7,5,14,0,8,7,7,E
LR2742,2,4,4,5,2,7,4,3,1,7,1,8,2,7,2,8,A
LR2743,4,7,7,5,3,10,6,1,8,10,3,7,2,8,3,9,X
LR2744,4,7,5,5,3,8,2,2,2,6,2,8,2,6,3,6,A
LR2745,6,12,6,6,4,6,7,2,9,11,7,8,3,7,6,6,Z
LR2746,4,3,4,4,2,7,7,14,0,7,6,8,3,8,0,8,H
LR2747,4,6,6,5,5,8,8,2,4,7,8,8,5,8,4,6,A
LR2748,6,10,6,5,4,9,6,4,6,10,5,8,3,8,9,9,Q
LR2749,4,6,4,4,3,9,6,7,5,10,4,10,3,8,4,7,O
LR2750,2,1,3,2,2,7,6,6,4,6,7,8,6,5,1,8,M
LR2751,4,5,4,8,2,1,12,5,4,11,10,7,0,8,3,6,F
LR2752,4,6,5,6,5,7,9,2,4,7,7,9,7,7,3,8,A
LR2753,5,11,5,6,4,6,8,5,6,9,6,7,5,10,6,5,D
LR2754,5,11,6,8,3,7,9,15,1,7,3,8,3,8,0,8,H
LR2755,2,5,3,4,2,7,7,8,5,7,6,8,2,8,3,8,O
LR2756,5,7,6,5,6,8,7,7,4,7,6,8,2,8,8,3,A
LR2757,7,15,6,8,4,9,7,3,7,12,5,7,3,9,5,6,T
LR2758,2,7,4,5,5,7,8,2,4,6,7,10,5,11,6,5,L
LR2759,3,8,4,6,2,1,14,5,3,12,10,5,0,8,2,6,F
LR2760,4,4,6,6,1,10,8,5,3,5,14,8,3,9,0,8,V
LR2761,2,3,4,2,2,7,9,3,4,12,5,4,1,10,2,8,P
LR2762,4,7,5,5,2,6,11,2,8,11,9,5,1,11,3,4,T
LR2763,5,10,5,5,4,7,7,3,4,7,5,9,5,8,6,7,R
LR2764,1,7,2,5,1,13,3,8,4,13,4,12,1,6,0,8,J
LR2765,2,3,2,5,1,0,1,5,6,0,0,7,0,8,0,8,L
LR2766,5,10,7,8,6,4,9,4,7,12,10,8,3,9,4,5,E
LR2767,4,10,5,7,4,7,7,3,12,9,6,8,0,8,8,8,Z
LR2768,3,5,6,7,2,6,8,4,3,7,14,8,3,9,0,8,V
LR2769,1,10,2,8,2,7,7,0,8,7,6,8,0,8,3,8,I
LR2770,3,10,4,7,2,3,7,6,11,7,6,15,0,8,7,7,E
LR2771,4,9,5,6,5,6,7,3,6,6,6,9,3,8,5,10,K
LR2772,4,9,5,7,4,7,7,8,6,7,6,6,2,8,3,8,O
LR2773,2,3,3,2,1,7,10,3,4,12,5,3,0,9,2,8,P
LR2774,3,5,3,3,2,7,8,5,5,7,6,6,5,10,2,5,N
LR2775,4,7,6,5,4,9,8,2,5,13,5,6,2,9,2,9,F
LR2776,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,X
LR2777,4,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7,E
LR2778,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,D
LR2779,2,8,3,6,3,7,8,3,11,8,6,8,0,8,7,8,Z
LR2780,4,6,5,4,2,8,8,4,8,11,8,7,2,10,5,6,S
LR2781,2,4,4,3,1,7,12,2,2,7,11,9,2,10,1,8,V
LR2782,3,5,4,4,2,6,6,5,5,9,7,11,2,9,4,10,G
LR2783,3,5,4,3,2,7,7,7,4,9,6,7,2,8,3,7,O
LR2784,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8,P
LR2785,4,6,5,4,3,7,6,5,6,11,6,12,2,10,3,10,G
LR2786,6,8,6,6,3,3,12,3,3,9,11,8,3,11,1,7,V
LR2787,2,5,4,3,2,7,8,2,8,11,7,9,2,9,4,8,E
LR2788,2,1,3,2,1,6,8,7,7,8,7,13,1,9,4,10,C
LR2789,2,4,3,3,2,7,7,8,5,7,6,8,2,8,3,8,O
LR2790,4,8,5,6,3,6,6,7,6,10,7,12,2,9,4,9,G
LR2791,2,0,2,1,0,7,5,10,4,7,12,8,3,10,0,8,U
LR2792,4,8,6,6,2,7,6,4,6,15,7,11,1,6,1,7,J
LR2793,3,6,5,5,4,5,6,3,4,7,6,11,4,10,7,8,C
LR2794,3,5,5,4,3,5,8,3,8,11,9,10,2,8,4,6,E
LR2795,3,6,4,5,3,8,8,6,4,6,9,8,3,8,5,9,Q
LR2796,4,8,5,6,3,9,7,4,8,11,7,7,2,10,5,8,S
LR2797,1,4,2,3,1,7,8,0,7,13,6,8,0,8,1,7,I
LR2798,3,10,5,7,1,5,15,1,6,9,11,7,0,8,0,8,T
LR2799,5,10,6,8,2,6,7,7,11,6,6,13,1,8,4,8,C
LR2800,5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8,X
LR2801,3,9,4,6,3,9,5,2,0,8,1,8,2,6,1,8,A
LR2802,4,7,5,5,5,7,7,6,3,7,6,8,2,7,8,3,A
LR2803,3,2,5,4,3,7,11,2,2,7,9,8,7,11,0,8,W
LR2804,3,3,5,5,2,8,6,7,8,6,5,10,1,8,6,11,G
LR2805,6,11,9,8,5,6,9,1,7,6,12,9,2,11,2,8,Y
LR2806,3,7,4,5,3,4,12,7,1,10,6,4,1,10,3,8,P
LR2807,2,4,3,3,2,6,7,5,5,10,7,10,2,9,4,9,G
LR2808,3,2,4,4,2,6,6,5,6,6,6,9,2,9,3,8,G
LR2809,4,7,4,5,3,7,7,12,0,7,7,7,3,8,0,8,H
LR2810,1,0,1,1,0,7,6,6,3,7,6,8,2,8,3,8,O
LR2811,2,5,3,3,2,8,12,3,6,6,11,7,2,11,1,7,T
LR2812,2,6,4,4,2,6,4,3,8,6,2,7,1,6,2,7,L
LR2813,5,8,8,6,4,6,8,1,8,10,9,9,2,9,3,7,X
LR2814,2,3,3,1,1,8,7,7,5,7,6,8,2,8,3,8,O
LR2815,4,9,4,4,3,10,3,4,2,10,5,11,5,4,4,10,A
LR2816,4,7,4,5,3,6,7,5,5,9,7,12,2,9,4,10,G
LR2817,3,9,5,7,5,9,9,3,3,8,4,6,4,8,5,5,J
LR2818,3,11,4,8,5,7,7,2,5,11,5,9,4,7,2,6,J
LR2819,3,3,4,2,1,5,11,3,7,11,9,5,1,11,2,5,T
LR2820,4,8,5,6,3,7,5,5,4,14,8,14,1,6,1,7,J
LR2821,6,11,9,8,9,9,7,5,5,6,7,5,11,8,4,6,M
LR2822,4,2,5,3,4,9,6,6,4,6,7,6,9,6,3,6,M
LR2823,3,6,4,4,2,7,6,14,1,7,7,8,3,8,0,8,H
LR2824,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,8,N
LR2825,1,0,1,1,0,5,7,7,5,6,6,6,2,8,3,8,D
LR2826,7,13,6,7,3,8,7,2,8,9,6,8,4,8,4,8,X
LR2827,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,Z
LR2828,3,5,4,7,1,9,14,0,6,5,11,8,0,8,0,8,T
LR2829,5,8,8,7,9,8,6,5,5,7,6,7,8,11,9,6,B
LR2830,8,15,8,8,5,9,8,4,4,11,4,5,5,11,6,7,P
LR2831,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8,I
LR2832,3,5,4,4,3,7,7,5,10,6,6,8,2,8,7,8,Z
LR2833,2,0,2,1,1,8,6,6,5,6,5,9,1,8,5,10,G
LR2834,5,11,6,8,6,8,8,13,1,6,6,8,6,8,1,10,N
LR2835,3,6,4,4,4,6,10,7,3,7,4,8,2,6,5,11,R
LR2836,3,6,6,4,3,7,7,2,10,12,6,8,1,8,6,8,Z
LR2837,3,8,5,6,5,9,7,3,3,8,4,5,4,8,6,5,J
LR2838,2,4,4,3,2,7,7,2,7,10,5,7,1,8,5,8,S
LR2839,2,7,3,5,2,6,6,9,7,6,7,7,2,8,8,10,B
LR2840,5,8,7,6,5,8,7,2,9,12,6,7,1,7,6,7,Z
LR2841,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
LR2842,5,5,6,4,2,4,12,3,3,10,11,7,2,10,1,8,V
LR2843,0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8,I
LR2844,4,8,6,6,3,8,6,8,8,7,5,8,3,8,4,8,O
LR2845,2,5,3,6,4,8,7,8,3,6,6,10,2,9,4,9,Q
LR2846,7,11,10,9,8,7,11,6,4,11,5,3,2,11,4,8,P
LR2847,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
LR2848,4,11,5,8,3,7,7,15,2,4,6,8,6,8,0,8,N
LR2849,2,7,3,5,2,1,11,3,5,11,11,9,0,8,2,7,F
LR2850,8,10,6,14,5,6,11,3,3,12,7,6,3,9,13,5,Z
LR2851,4,7,6,5,4,6,11,2,3,7,9,9,8,11,1,8,W
LR2852,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8,I
LR2853,8,15,5,8,3,7,7,8,8,12,7,10,2,9,5,9,C
LR2854,3,3,4,4,1,6,7,7,9,7,6,13,1,9,4,9,C
LR2855,5,9,7,7,8,8,7,3,5,6,7,9,5,10,8,8,E
LR2856,4,5,6,4,4,6,6,5,5,8,4,7,3,7,4,7,O
LR2857,5,7,6,6,6,6,7,5,6,6,4,7,4,7,6,5,D
LR2858,6,8,6,6,3,3,12,3,3,10,11,8,2,10,1,8,V
LR2859,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10,E
LR2860,3,9,4,7,4,6,9,8,3,7,5,8,2,7,5,11,R
LR2861,2,3,3,2,2,7,7,5,9,6,6,9,1,8,7,8,Z
LR2862,4,5,6,6,5,8,9,4,5,7,6,8,3,8,8,7,J
LR2863,4,9,6,7,6,9,7,2,6,7,5,6,3,8,6,8,X
LR2864,3,9,5,7,4,7,7,6,9,6,4,9,2,8,6,9,E
LR2865,4,7,5,5,3,7,7,6,10,7,7,9,3,8,6,8,E
LR2866,9,14,8,8,6,9,8,3,5,12,4,5,5,7,8,9,F
LR2867,1,1,2,1,1,7,3,2,1,6,2,8,1,6,1,7,A
LR2868,10,14,8,8,4,7,8,3,10,13,6,6,2,9,5,5,T
LR2869,2,3,3,2,1,4,12,3,3,10,11,7,2,11,0,8,V
LR2870,4,7,6,5,5,7,7,2,6,10,6,8,3,8,3,8,H
LR2871,6,10,6,5,3,12,3,3,7,11,2,8,2,9,5,13,Q
LR2872,6,9,5,4,2,5,9,4,4,11,9,6,4,10,4,4,Y
LR2873,3,5,5,3,2,6,10,2,6,13,7,5,1,9,2,7,F
LR2874,1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8,I
LR2875,2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8,N
LR2876,4,9,4,4,3,6,6,5,4,7,8,8,4,7,3,8,U
LR2877,4,6,4,4,2,2,12,3,3,11,11,8,2,11,1,8,V
LR2878,6,7,8,5,4,7,9,2,5,10,5,6,5,9,1,7,N
LR2879,3,7,4,5,3,8,7,7,6,7,6,7,3,8,4,7,H
LR2880,6,12,5,6,4,8,6,4,3,9,8,11,4,9,7,11,C
LR2881,6,8,10,6,7,4,7,3,5,11,10,11,9,8,4,7,M
LR2882,1,0,1,1,1,6,9,7,3,7,5,8,2,7,4,10,R
LR2883,3,3,5,2,2,6,11,2,5,13,7,4,1,9,1,7,F
LR2884,8,11,11,8,7,9,7,2,7,10,3,8,3,8,3,9,K
LR2885,5,10,6,8,3,7,7,4,15,9,6,8,0,8,9,8,Z
LR2886,1,1,2,2,1,7,11,1,6,7,11,8,1,11,1,8,Y
LR2887,5,7,6,9,9,8,8,7,3,7,7,8,9,11,6,4,Y
LR2888,3,7,5,5,3,6,8,4,1,7,8,8,8,9,0,8,W
LR2889,2,0,2,1,1,8,7,7,5,6,6,9,2,8,3,8,Q
LR2890,4,6,6,6,6,6,8,4,3,6,5,9,7,6,7,8,R
LR2891,6,11,9,8,6,6,12,4,4,13,6,3,1,10,3,8,P
LR2892,7,11,8,8,6,5,9,3,7,10,6,6,3,7,5,5,S
LR2893,4,8,6,6,4,6,8,4,7,6,5,10,3,8,4,9,K
LR2894,10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,3,T
LR2895,6,11,6,8,6,5,7,10,7,5,4,6,4,10,5,9,D
LR2896,5,10,5,8,4,8,7,8,5,10,6,8,3,8,3,8,O
LR2897,1,0,2,1,0,7,7,3,11,8,6,8,0,8,6,8,Z
LR2898,6,9,9,8,9,7,7,4,4,7,5,8,8,7,7,9,R
LR2899,6,11,8,8,8,8,9,8,5,6,6,8,3,7,8,4,A
LR2900,6,7,8,6,6,7,5,4,5,8,5,11,5,6,7,6,O
LR2901,3,7,4,5,2,7,7,14,2,5,6,8,6,8,0,8,N
LR2902,2,1,3,2,2,8,8,6,5,7,6,7,2,8,9,8,S
LR2903,9,10,6,14,6,6,10,4,2,12,7,6,3,9,14,6,Z
LR2904,2,7,3,5,2,7,8,3,11,8,6,8,0,8,7,7,Z
LR2905,3,8,5,6,4,7,7,3,8,6,6,8,3,8,6,7,X
LR2906,5,5,5,7,3,7,8,15,1,7,4,8,3,8,0,8,H
LR2907,4,9,6,7,7,7,9,6,3,6,6,10,4,8,7,7,G
LR2908,3,5,4,7,6,7,9,3,2,7,7,8,3,11,7,6,Y
LR2909,1,4,3,2,1,7,7,1,8,14,6,8,0,8,1,8,I
LR2910,8,10,7,6,3,7,10,5,5,4,5,10,6,11,3,7,N
LR2911,4,9,4,6,4,5,10,8,2,9,6,5,1,10,3,8,P
LR2912,4,7,5,5,5,5,9,6,4,8,7,9,2,9,7,10,P
LR2913,6,9,5,4,3,6,8,3,4,10,8,5,3,10,4,4,Y
LR2914,3,7,4,5,3,5,9,6,4,8,7,9,5,8,1,7,N
LR2915,5,11,6,8,4,10,3,2,7,9,2,9,4,5,5,9,L
LR2916,6,8,8,7,8,5,10,4,5,8,7,9,4,10,9,7,E
LR2917,5,9,6,7,5,8,8,7,5,7,5,7,2,7,9,8,S
LR2918,3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,B
LR2919,2,3,4,1,2,9,6,4,6,10,4,6,2,8,3,8,D
LR2920,4,4,5,3,1,4,12,4,4,11,11,6,2,10,1,8,V
LR2921,4,5,7,7,2,7,6,3,0,7,0,8,3,7,1,8,A
LR2922,3,9,4,6,2,5,8,0,8,14,7,8,0,8,1,7,I
LR2923,5,6,5,8,5,8,8,5,2,8,8,10,3,9,6,8,Q
LR2924,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10,C
LR2925,3,5,5,4,3,8,7,3,5,10,4,6,3,7,3,9,R
LR2926,9,12,9,6,5,8,7,3,6,10,7,9,6,12,4,9,K
LR2927,3,4,4,3,2,6,6,5,5,7,6,9,3,7,4,8,G
LR2928,8,12,7,6,4,9,9,4,7,8,2,5,6,6,4,8,H
LR2929,4,5,5,8,7,10,8,5,3,7,7,7,6,10,8,4,Y
LR2930,4,9,5,7,3,6,4,4,8,5,2,6,1,6,2,6,L
LR2931,3,6,5,4,3,8,11,3,2,5,10,9,3,10,3,10,V
LR2932,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8,J
LR2933,2,5,4,3,2,7,4,1,8,8,2,10,0,7,3,8,L
LR2934,3,8,4,6,2,4,3,6,7,1,1,5,1,6,1,6,L
LR2935,6,11,8,8,6,4,9,2,8,10,8,9,3,8,5,5,E
LR2936,5,6,6,9,6,10,12,5,4,6,7,7,6,11,8,6,Y
LR2937,1,2,2,3,1,10,6,3,5,12,4,9,1,6,1,7,J
LR2938,2,8,4,5,2,6,5,3,1,6,1,8,2,7,2,7,A
LR2939,2,1,2,1,0,5,7,8,1,7,6,11,3,8,2,11,K
LR2940,4,7,7,6,6,7,7,3,3,7,5,8,6,8,5,7,R
LR2941,7,9,7,7,3,4,11,2,8,12,11,5,1,10,2,4,Y
LR2942,4,4,5,3,2,5,8,5,8,10,8,8,3,9,2,5,U
LR2943,5,4,6,7,2,5,7,7,11,7,5,12,1,9,4,8,C
LR2944,5,8,5,6,4,7,7,8,5,10,7,8,3,8,4,8,O
LR2945,5,7,7,8,7,7,10,5,5,8,7,9,5,9,7,5,F
LR2946,2,1,3,2,2,5,9,5,4,9,7,4,1,10,3,7,P
LR2947,3,6,4,4,3,7,8,8,7,8,7,3,3,8,3,7,D
LR2948,2,2,2,3,2,7,7,6,5,7,6,6,2,8,5,10,B
LR2949,5,9,8,6,4,6,8,1,8,10,9,9,2,9,3,7,X
LR2950,3,5,5,3,3,6,7,6,6,7,6,9,3,8,3,8,H
LR2951,2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8,I
LR2952,3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8,U
LR2953,5,5,6,8,2,8,5,14,5,6,15,8,3,9,0,8,U
LR2954,4,3,5,4,4,8,6,6,4,6,7,8,9,5,3,6,M
LR2955,4,2,4,3,3,7,8,5,5,6,5,6,3,7,4,8,R
LR2956,1,3,2,1,1,5,9,4,6,11,9,11,1,9,2,8,C
LR2957,4,9,5,6,4,5,8,7,6,9,8,14,2,10,4,10,C
LR2958,3,7,5,5,4,7,8,7,6,7,5,6,2,8,7,10,B
LR2959,7,9,9,8,6,5,7,6,8,9,7,8,4,5,6,5,O
LR2960,2,4,3,3,1,5,4,4,7,2,2,5,1,7,1,6,L
LR2961,2,1,4,2,2,7,7,5,5,7,6,9,3,7,4,9,G
LR2962,3,5,5,4,5,7,7,4,4,7,6,8,6,9,8,6,B
LR2963,6,7,8,9,8,7,9,2,3,7,9,6,6,10,6,4,P
LR2964,2,4,3,2,2,5,10,4,5,10,9,5,1,10,3,6,F
LR2965,4,4,5,6,3,7,6,5,9,5,6,8,0,9,9,8,S
LR2966,3,6,5,4,3,7,7,3,8,6,6,9,3,8,6,8,X
LR2967,4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,5,F
LR2968,2,3,3,1,1,5,12,3,5,11,9,5,1,10,1,5,T
LR2969,6,10,4,5,2,8,7,6,5,9,4,7,5,9,5,9,O
LR2970,4,7,6,5,7,7,8,4,1,8,7,8,5,10,5,8,V
LR2971,2,2,3,3,2,8,7,3,8,6,6,7,2,8,5,7,X
LR2972,5,7,6,5,4,5,7,5,7,9,7,9,3,9,3,6,U
LR2973,4,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,N
LR2974,4,9,5,6,5,6,6,6,4,7,7,11,7,5,2,10,M
LR2975,4,6,6,4,3,7,8,3,4,10,6,7,5,8,0,7,N
LR2976,3,9,5,6,4,6,7,6,6,6,6,6,3,8,6,8,R
LR2977,4,6,6,5,6,8,8,5,5,7,6,8,6,8,8,3,B
LR2978,4,7,7,5,5,5,11,2,2,8,9,8,7,12,1,8,W
LR2979,1,0,1,1,0,7,7,2,9,9,6,8,0,8,6,8,Z
LR2980,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6,P
LR2981,6,8,9,7,9,7,8,5,5,8,6,8,7,7,9,6,B
LR2982,3,2,4,3,2,7,7,7,5,7,7,7,2,8,3,7,O
LR2983,4,7,6,5,3,8,10,1,6,4,11,9,2,11,2,8,Y
LR2984,2,3,3,1,2,9,6,3,6,10,4,6,2,8,2,9,D
LR2985,2,6,3,4,1,4,8,8,2,7,4,11,3,8,2,10,K
LR2986,5,11,8,8,5,11,2,3,3,9,2,9,5,7,4,9,A
LR2987,1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10,C
LR2988,4,10,5,8,5,8,7,6,10,7,5,7,1,7,8,8,Z
LR2989,3,6,5,5,4,9,7,3,5,7,8,6,4,10,3,5,A
LR2990,5,11,6,9,4,9,5,2,5,6,7,5,1,10,4,7,I
LR2991,6,9,6,5,4,8,7,3,4,10,5,7,6,9,5,7,H
LR2992,3,2,4,4,3,7,7,7,7,7,6,5,2,8,3,7,D
LR2993,3,6,4,4,4,6,7,6,3,6,5,7,2,8,6,6,B
LR2994,4,6,6,4,6,9,9,4,4,5,7,7,7,12,6,8,B
LR2995,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8,M
LR2996,1,3,2,1,1,9,3,2,1,8,2,9,1,6,0,8,A
LR2997,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,L
LR2998,4,7,7,5,7,9,5,2,1,8,4,8,10,5,2,6,M
LR2999,6,10,6,8,5,6,6,9,8,6,6,7,2,8,10,10,B
LR3000,2,3,3,4,1,1,14,4,3,12,9,5,0,8,2,6,F
LR3001,4,3,4,5,1,1,0,6,6,0,1,4,0,8,0,8,L
LR3002,3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,8,A
LR3003,2,2,2,3,2,8,8,5,2,7,8,10,2,9,4,8,Q
LR3004,3,7,5,5,2,7,10,1,2,7,12,8,1,11,0,8,Y
LR3005,3,7,5,5,2,6,9,1,8,10,8,8,2,8,3,7,X
LR3006,1,1,2,1,0,7,14,1,4,7,10,8,0,8,0,8,T
LR3007,2,4,3,4,3,8,8,6,3,8,7,9,2,9,4,9,Q
LR3008,6,11,9,9,7,7,7,8,5,7,5,6,3,7,3,8,N
LR3009,3,6,5,5,5,7,7,4,6,7,4,8,4,7,6,5,D
LR3010,5,6,8,4,4,9,6,3,5,9,5,7,8,6,2,8,M
LR3011,4,6,5,7,4,8,6,6,4,9,6,10,3,8,5,8,Q
LR3012,3,9,4,7,3,0,11,3,4,11,11,8,0,8,2,7,F
LR3013,3,5,6,4,2,6,12,2,3,8,11,8,2,10,1,9,V
LR3014,4,9,7,7,2,9,8,5,3,6,14,8,3,9,0,8,V
LR3015,4,6,5,4,5,8,5,5,2,7,5,8,8,8,3,9,O
LR3016,6,8,8,6,5,7,8,2,10,11,6,9,2,8,4,8,E
LR3017,3,7,4,5,3,7,7,12,1,7,6,8,3,8,0,8,H
LR3018,2,7,3,5,3,8,7,7,6,7,8,9,2,10,8,8,S
LR3019,3,9,5,7,6,10,8,2,5,9,5,4,3,9,6,5,I
LR3020,2,7,4,5,2,7,7,4,8,6,6,8,3,8,6,8,X
LR3021,2,0,2,1,1,8,5,11,5,7,13,8,3,10,0,8,U
LR3022,3,5,4,3,2,7,7,3,9,6,6,7,3,8,6,7,X
LR3023,3,5,4,3,2,9,12,3,7,5,11,9,1,11,1,8,T
LR3024,2,4,4,3,2,6,8,2,4,10,7,8,4,8,0,8,N
LR3025,4,7,6,6,5,6,4,4,4,5,3,7,3,6,5,6,Q
LR3026,2,4,4,3,2,9,2,2,2,8,2,9,1,6,1,7,A
LR3027,7,12,5,6,3,5,8,6,4,10,7,9,5,10,5,8,O
LR3028,7,9,7,7,3,3,11,2,4,9,11,7,5,11,1,6,V
LR3029,4,7,5,5,3,6,10,9,4,6,4,8,2,8,5,10,R
LR3030,3,7,5,5,4,7,8,5,6,8,5,9,3,6,5,11,R
LR3031,8,14,7,8,3,9,10,4,6,6,11,6,4,11,3,6,V
LR3032,2,1,2,2,1,5,10,4,5,10,9,5,1,10,3,7,F
LR3033,3,6,5,9,8,8,6,4,1,7,8,9,7,10,8,8,Y
LR3034,4,6,6,4,3,8,7,2,8,10,5,8,3,8,4,8,X
LR3035,5,6,7,5,7,7,9,4,4,7,5,7,9,8,5,5,M
LR3036,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,Y
LR3037,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
LR3038,4,6,6,5,5,7,8,4,3,6,6,8,4,7,1,7,U
LR3039,6,11,5,6,4,8,5,4,3,9,6,9,4,9,8,8,G
